org_id,week_start,active_users,sessions,features_used
org_00006,2025-09-22,4,19,2
org_00006,2025-09-29,5,17,1
org_00006,2025-10-06,5,16,3
org_00006,2025-10-13,6,17,6
org_00006,2025-10-20,2,11,1
org_00006,2025-10-27,4,18,3
org_00006,2025-11-03,3,16,4
org_00006,2025-11-10,4,25,1
org_00006,2025-11-17,5,17,6
org_00006,2025-11-24,4,21,2
org_00006,2025-12-01,5,19,3
org_00006,2025-12-08,2,15,3
org_00006,2025-12-15,2,31,5
org_00006,2025-12-22,6,14,1
org_00006,2025-12-29,3,23,2
org_00006,2026-01-05,3,20,2
org_00006,2026-01-12,4,18,5
org_00006,2026-01-19,4,23,2
org_00006,2026-01-26,4,18,2
org_00006,2026-02-02,4,20,4
org_00006,2026-02-09,5,21,3
org_00006,2026-02-16,4,12,5
org_00006,2026-02-23,4,20,2
org_00006,2026-03-02,5,15,2
org_00006,2026-03-09,4,20,6
org_00006,2026-03-16,5,30,4
org_00006,2026-03-23,4,17,3
org_00006,2026-03-30,5,18,3
org_00006,2026-04-06,3,19,3
org_00006,2026-04-13,4,19,5
org_00006,2026-04-20,4,25,3
org_00006,2026-04-27,3,31,2
org_00007,2025-09-15,3,12,2
org_00007,2025-09-22,5,10,2
org_00007,2025-09-29,6,19,5
org_00007,2025-10-06,2,10,6
org_00007,2025-10-13,3,19,6
org_00007,2025-10-20,2,12,3
org_00007,2025-10-27,4,10,1
org_00007,2025-11-03,4,17,4
org_00007,2025-11-10,2,5,2
org_00007,2025-11-17,2,19,3
org_00007,2025-11-24,4,18,3
org_00007,2025-12-01,4,14,5
org_00007,2025-12-08,2,21,4
org_00007,2025-12-15,6,19,4
org_00007,2025-12-22,3,19,3
org_00007,2025-12-29,5,16,3
org_00007,2026-01-05,1,16,6
org_00007,2026-01-12,3,15,3
org_00007,2026-01-19,3,15,4
org_00007,2026-01-26,5,9,4
org_00007,2026-02-02,4,15,5
org_00007,2026-02-09,3,19,2
org_00007,2026-02-16,4,14,2
org_00007,2026-02-23,5,13,4
org_00007,2026-03-02,4,20,5
org_00007,2026-03-09,5,18,1
org_00007,2026-03-16,3,11,2
org_00007,2026-03-23,2,15,5
org_00007,2026-03-30,4,23,4
org_00007,2026-04-06,3,18,4
org_00007,2026-04-13,2,13,4
org_00007,2026-04-20,1,13,4
org_00007,2026-04-27,5,19,3
org_00008,2025-04-14,1,1,1
org_00008,2025-04-21,1,2,2
org_00008,2025-04-28,1,5,1
org_00008,2025-05-05,1,2,2
org_00008,2025-05-12,1,3,4
org_00008,2025-05-19,2,5,2
org_00008,2025-05-26,1,1,2
org_00008,2025-06-02,1,2,2
org_00008,2025-06-09,1,1,3
org_00008,2025-06-16,1,3,1
org_00008,2025-06-23,1,1,1
org_00008,2025-06-30,1,4,2
org_00008,2025-07-07,0,0,0
org_00008,2025-07-14,0,0,0
org_00008,2025-07-21,1,2,2
org_00008,2025-07-28,0,0,0
org_00008,2025-08-04,0,0,0
org_00008,2025-08-11,1,1,2
org_00008,2025-08-18,0,0,0
org_00008,2025-08-25,0,0,0
org_00008,2025-09-01,0,0,0
org_00008,2025-09-08,1,1,1
org_00008,2025-09-15,0,0,0
org_00008,2025-09-22,0,0,0
org_00008,2025-09-29,0,0,0
org_00008,2025-10-06,0,0,0
org_00008,2025-10-13,0,0,0
org_00009,2025-12-15,2,6,5
org_00009,2025-12-22,2,3,1
org_00009,2025-12-29,1,4,1
org_00009,2026-01-05,1,4,4
org_00009,2026-01-12,1,1,3
org_00009,2026-01-19,2,3,1
org_00009,2026-01-26,1,2,1
org_00009,2026-02-02,1,2,1
org_00009,2026-02-09,0,0,0
org_00009,2026-02-16,1,2,2
org_00009,2026-02-23,0,0,0
org_00009,2026-03-02,1,1,2
org_00009,2026-03-09,0,0,0
org_00009,2026-03-16,1,1,1
org_00009,2026-03-23,1,1,1
org_00009,2026-03-30,0,0,0
org_00009,2026-04-06,0,0,0
org_00009,2026-04-13,0,0,0
org_00009,2026-04-20,0,0,0
org_00009,2026-04-27,1,1,2
org_00010,2025-04-21,1,16,3
org_00010,2025-04-28,1,9,3
org_00010,2025-05-05,1,10,2
org_00010,2025-05-12,1,13,1
org_00010,2025-05-19,1,12,6
org_00010,2025-05-26,1,9,1
org_00010,2025-06-02,1,11,3
org_00010,2025-06-09,1,6,2
org_00010,2025-06-16,1,13,3
org_00010,2025-06-23,1,13,4
org_00010,2025-06-30,1,8,4
org_00010,2025-07-07,1,15,2
org_00010,2025-07-14,1,16,3
org_00010,2025-07-21,1,10,5
org_00010,2025-07-28,1,12,2
org_00010,2025-08-04,1,3,3
org_00010,2025-08-11,1,9,2
org_00010,2025-08-18,1,2,1
org_00011,2025-04-21,1,19,2
org_00011,2025-04-28,1,15,3
org_00011,2025-05-05,1,11,2
org_00011,2025-05-12,1,8,2
org_00011,2025-05-19,1,9,3
org_00011,2025-05-26,1,7,1
org_00011,2025-06-02,1,4,2
org_00011,2025-06-09,1,4,1
org_00011,2025-06-16,1,5,6
org_00011,2025-06-23,1,4,1
org_00011,2025-06-30,1,8,3
org_00011,2025-07-07,0,0,0
org_00011,2025-07-14,1,9,3
org_00011,2025-07-21,1,1,3
org_00011,2025-07-28,1,4,1
org_00011,2025-08-04,1,3,3
org_00011,2025-08-11,1,2,2
org_00011,2025-08-18,1,4,3
org_00011,2025-08-25,1,1,2
org_00011,2025-09-01,1,2,1
org_00011,2025-09-08,0,0,0
org_00011,2025-09-15,1,1,2
org_00011,2025-09-22,1,1,2
org_00011,2025-09-29,0,0,0
org_00011,2025-10-06,1,1,2
org_00011,2025-10-13,1,1,1
org_00011,2025-10-20,1,1,3
org_00012,2025-10-20,1,25,3
org_00012,2025-10-27,1,38,5
org_00012,2025-11-03,1,32,2
org_00012,2025-11-10,1,23,6
org_00012,2025-11-17,1,37,3
org_00012,2025-11-24,1,25,1
org_00012,2025-12-01,1,23,1
org_00012,2025-12-08,1,19,1
org_00012,2025-12-15,1,20,2
org_00012,2025-12-22,1,16,3
org_00012,2025-12-29,1,12,3
org_00012,2026-01-05,1,9,3
org_00012,2026-01-12,1,7,3
org_00012,2026-01-19,1,12,1
org_00012,2026-01-26,1,8,2
org_00012,2026-02-02,1,6,4
org_00012,2026-02-09,1,5,2
org_00012,2026-02-16,1,4,2
org_00012,2026-02-23,1,2,1
org_00012,2026-03-02,1,5,1
org_00012,2026-03-09,1,5,3
org_00012,2026-03-16,1,2,1
org_00012,2026-03-23,1,4,1
org_00012,2026-03-30,1,4,2
org_00012,2026-04-06,1,3,3
org_00012,2026-04-13,1,3,4
org_00012,2026-04-20,1,1,1
org_00013,2025-06-23,1,9,3
org_00013,2025-06-30,1,6,3
org_00013,2025-07-07,1,4,2
org_00013,2025-07-14,1,3,2
org_00013,2025-07-21,1,1,3
org_00013,2025-07-28,1,4,2
org_00013,2025-08-04,1,6,3
org_00013,2025-08-11,2,2,2
org_00013,2025-08-18,1,3,2
org_00013,2025-08-25,1,3,2
org_00013,2025-09-01,1,4,2
org_00013,2025-09-08,1,1,1
org_00013,2025-09-15,1,2,2
org_00013,2025-09-22,0,0,0
org_00013,2025-09-29,1,1,2
org_00013,2025-10-06,1,2,6
org_00013,2025-10-13,0,0,0
org_00013,2025-10-20,0,0,0
org_00013,2025-10-27,1,2,2
org_00013,2025-11-03,0,0,0
org_00013,2025-11-10,1,1,1
org_00013,2025-11-17,0,0,0
org_00013,2025-11-24,0,0,0
org_00013,2025-12-01,0,0,0
org_00013,2025-12-08,0,0,0
org_00013,2025-12-15,0,0,0
org_00013,2025-12-22,0,0,0
org_00014,2025-08-18,3,6,3
org_00014,2025-08-25,2,8,4
org_00014,2025-09-01,1,9,3
org_00014,2025-09-08,3,10,6
org_00014,2025-09-15,2,3,2
org_00014,2025-09-22,3,6,3
org_00014,2025-09-29,1,4,1
org_00014,2025-10-06,1,10,3
org_00014,2025-10-13,2,8,3
org_00014,2025-10-20,1,7,3
org_00014,2025-10-27,3,4,1
org_00014,2025-11-03,1,1,1
org_00014,2025-11-10,1,6,1
org_00014,2025-11-17,5,5,6
org_00014,2025-11-24,1,5,3
org_00014,2025-12-01,2,4,2
org_00014,2025-12-08,2,4,2
org_00014,2025-12-15,3,4,1
org_00014,2025-12-22,1,6,2
org_00014,2025-12-29,2,7,3
org_00014,2026-01-05,1,9,3
org_00014,2026-01-12,1,9,2
org_00014,2026-01-19,1,7,1
org_00014,2026-01-26,1,7,5
org_00014,2026-02-02,1,3,2
org_00014,2026-02-09,3,2,1
org_00014,2026-02-16,2,8,4
org_00014,2026-02-23,2,1,1
org_00014,2026-03-02,2,2,2
org_00014,2026-03-09,2,7,1
org_00014,2026-03-16,2,5,3
org_00014,2026-03-23,3,3,1
org_00014,2026-03-30,3,4,2
org_00014,2026-04-06,3,4,1
org_00014,2026-04-13,1,5,4
org_00014,2026-04-20,2,4,4
org_00014,2026-04-27,1,5,4
org_00015,2025-02-24,1,29,1
org_00015,2025-03-03,2,8,5
org_00015,2025-03-10,1,15,3
org_00015,2025-03-17,2,13,5
org_00015,2025-03-24,1,13,2
org_00015,2025-03-31,1,10,4
org_00015,2025-04-07,1,9,3
org_00015,2025-04-14,1,5,5
org_00015,2025-04-21,1,11,2
org_00015,2025-04-28,1,3,1
org_00015,2025-05-05,1,4,4
org_00015,2025-05-12,2,2,2
org_00015,2025-05-19,1,2,2
org_00015,2025-05-26,1,1,2
org_00015,2025-06-02,2,4,2
org_00015,2025-06-09,1,1,2
org_00015,2025-06-16,1,3,2
org_00015,2025-06-23,1,2,2
org_00015,2025-06-30,1,2,4
org_00015,2025-07-07,1,2,2
org_00015,2025-07-14,1,1,1
org_00015,2025-07-21,0,0,0
org_00015,2025-07-28,1,3,2
org_00015,2025-08-04,0,0,0
org_00015,2025-08-11,1,1,2
org_00015,2025-08-18,0,0,0
org_00015,2025-08-25,0,0,0
org_00016,2025-07-14,2,27,4
org_00016,2025-07-21,1,18,3
org_00016,2025-07-28,2,21,3
org_00016,2025-08-04,1,19,2
org_00016,2025-08-11,1,18,3
org_00016,2025-08-18,2,9,1
org_00016,2025-08-25,1,12,2
org_00016,2025-09-01,2,8,4
org_00016,2025-09-08,2,10,1
org_00016,2025-09-15,2,11,2
org_00016,2025-09-22,1,6,3
org_00016,2025-09-29,1,10,2
org_00016,2025-10-06,2,7,3
org_00016,2025-10-13,1,8,1
org_00016,2025-10-20,1,2,2
org_00016,2025-10-27,1,3,1
org_00016,2025-11-03,1,6,2
org_00016,2025-11-10,1,2,2
org_00016,2025-11-17,1,2,1
org_00016,2025-11-24,1,1,1
org_00016,2025-12-01,1,4,2
org_00016,2025-12-08,1,1,5
org_00016,2025-12-15,1,3,1
org_00016,2025-12-22,0,0,0
org_00016,2025-12-29,1,2,2
org_00016,2026-01-05,1,1,1
org_00016,2026-01-12,0,0,0
org_00017,2025-03-24,3,23,3
org_00017,2025-03-31,4,21,3
org_00017,2025-04-07,3,12,3
org_00017,2025-04-14,2,17,2
org_00017,2025-04-21,4,11,4
org_00017,2025-04-28,3,15,2
org_00017,2025-05-05,1,13,5
org_00017,2025-05-12,2,7,4
org_00017,2025-05-19,2,4,1
org_00017,2025-05-26,3,8,1
org_00017,2025-06-02,2,8,5
org_00017,2025-06-09,2,1,1
org_00017,2025-06-16,2,3,2
org_00017,2025-06-23,1,9,3
org_00017,2025-06-30,2,1,1
org_00017,2025-07-07,1,2,2
org_00017,2025-07-14,1,3,3
org_00017,2025-07-21,1,4,2
org_00017,2025-07-28,1,2,2
org_00017,2025-08-04,1,3,4
org_00017,2025-08-11,1,6,1
org_00017,2025-08-18,2,2,2
org_00017,2025-08-25,0,0,0
org_00017,2025-09-01,1,1,1
org_00017,2025-09-08,1,1,1
org_00017,2025-09-15,1,4,5
org_00017,2025-09-22,1,1,1
org_00018,2025-03-10,3,35,4
org_00018,2025-03-17,2,38,6
org_00018,2025-03-24,1,27,3
org_00018,2025-03-31,3,23,3
org_00018,2025-04-07,1,22,3
org_00018,2025-04-14,3,19,2
org_00018,2025-04-21,1,15,3
org_00018,2025-04-28,2,12,2
org_00018,2025-05-05,1,15,2
org_00018,2025-05-12,1,10,1
org_00018,2025-05-19,2,5,3
org_00018,2025-05-26,1,10,2
org_00018,2025-06-02,2,11,5
org_00018,2025-06-09,1,6,3
org_00018,2025-06-16,3,4,2
org_00018,2025-06-23,2,6,3
org_00018,2025-06-30,1,3,1
org_00018,2025-07-07,2,5,1
org_00018,2025-07-14,1,4,2
org_00018,2025-07-21,1,2,2
org_00018,2025-07-28,1,3,1
org_00018,2025-08-04,1,2,2
org_00018,2025-08-11,1,1,2
org_00018,2025-08-18,1,7,2
org_00018,2025-08-25,2,3,2
org_00018,2025-09-01,1,4,2
org_00018,2025-09-08,0,0,0
org_00019,2025-10-13,3,12,2
org_00019,2025-10-20,2,13,3
org_00019,2025-10-27,2,11,3
org_00019,2025-11-03,3,15,2
org_00019,2025-11-10,3,10,4
org_00019,2025-11-17,1,6,6
org_00019,2025-11-24,1,5,2
org_00019,2025-12-01,1,8,2
org_00019,2025-12-08,2,11,2
org_00019,2025-12-15,1,3,1
org_00019,2025-12-22,1,3,2
org_00019,2025-12-29,2,4,3
org_00019,2026-01-05,0,0,0
org_00019,2026-01-12,1,1,2
org_00019,2026-01-19,2,4,5
org_00019,2026-01-26,1,2,2
org_00019,2026-02-02,1,2,3
org_00019,2026-02-09,1,1,2
org_00019,2026-02-16,1,1,1
org_00019,2026-02-23,0,0,0
org_00019,2026-03-02,1,1,2
org_00019,2026-03-09,0,0,0
org_00019,2026-03-16,0,0,0
org_00019,2026-03-23,1,2,1
org_00019,2026-03-30,1,1,2
org_00019,2026-04-06,0,0,0
org_00019,2026-04-13,0,0,0
org_00020,2025-10-06,4,12,3
org_00020,2025-10-13,1,10,3
org_00020,2025-10-20,3,14,4
org_00020,2025-10-27,3,9,4
org_00020,2025-11-03,3,13,1
org_00020,2025-11-10,4,12,2
org_00020,2025-11-17,3,13,4
org_00020,2025-11-24,2,13,3
org_00020,2025-12-01,4,10,3
org_00020,2025-12-08,5,10,1
org_00020,2025-12-15,5,14,3
org_00020,2025-12-22,3,16,2
org_00020,2025-12-29,1,9,2
org_00020,2026-01-05,3,18,1
org_00020,2026-01-12,3,12,3
org_00020,2026-01-19,1,15,4
org_00020,2026-01-26,4,11,1
org_00020,2026-02-02,2,18,2
org_00020,2026-02-09,2,11,2
org_00020,2026-02-16,2,8,3
org_00020,2026-02-23,3,19,1
org_00020,2026-03-02,4,14,2
org_00020,2026-03-09,2,14,2
org_00020,2026-03-16,2,14,1
org_00020,2026-03-23,3,13,3
org_00020,2026-03-30,4,9,1
org_00020,2026-04-06,2,12,4
org_00020,2026-04-13,4,21,5
org_00020,2026-04-20,3,7,1
org_00020,2026-04-27,2,13,3
org_00021,2025-12-15,3,7,6
org_00021,2025-12-22,1,7,5
org_00021,2025-12-29,1,2,1
org_00021,2026-01-05,2,6,3
org_00021,2026-01-12,2,5,3
org_00021,2026-01-19,3,2,1
org_00021,2026-01-26,2,5,2
org_00021,2026-02-02,1,5,3
org_00021,2026-02-09,4,6,1
org_00021,2026-02-16,4,2,3
org_00021,2026-02-23,1,4,2
org_00021,2026-03-02,1,1,2
org_00021,2026-03-09,4,7,6
org_00021,2026-03-16,2,4,1
org_00021,2026-03-23,1,2,3
org_00021,2026-03-30,1,2,2
org_00021,2026-04-06,3,8,4
org_00021,2026-04-13,1,6,3
org_00021,2026-04-20,1,5,3
org_00021,2026-04-27,2,6,2
org_00022,2025-11-03,1,15,2
org_00022,2025-11-10,1,19,4
org_00022,2025-11-17,2,18,3
org_00022,2025-11-24,1,19,3
org_00022,2025-12-01,1,23,3
org_00022,2025-12-08,2,16,2
org_00022,2025-12-15,2,12,2
org_00022,2025-12-22,2,19,3
org_00022,2025-12-29,1,14,1
org_00022,2026-01-05,1,22,3
org_00022,2026-01-12,1,16,4
org_00022,2026-01-19,2,21,4
org_00022,2026-01-26,2,20,1
org_00022,2026-02-02,2,20,4
org_00022,2026-02-09,1,18,6
org_00022,2026-02-16,1,25,4
org_00022,2026-02-23,2,9,1
org_00022,2026-03-02,1,17,2
org_00022,2026-03-09,1,16,4
org_00022,2026-03-16,2,22,1
org_00022,2026-03-23,1,20,2
org_00022,2026-03-30,1,10,5
org_00022,2026-04-06,2,14,1
org_00022,2026-04-13,1,19,2
org_00022,2026-04-20,1,17,1
org_00022,2026-04-27,2,14,2
org_00023,2025-09-29,1,14,1
org_00023,2025-10-06,1,19,3
org_00023,2025-10-13,1,11,2
org_00023,2025-10-20,1,8,3
org_00023,2025-10-27,1,13,3
org_00023,2025-11-03,1,10,3
org_00023,2025-11-10,1,15,4
org_00023,2025-11-17,1,21,4
org_00023,2025-11-24,1,16,4
org_00023,2025-12-01,1,20,2
org_00023,2025-12-08,1,11,1
org_00023,2025-12-15,1,18,4
org_00023,2025-12-22,1,16,6
org_00023,2025-12-29,1,13,3
org_00023,2026-01-05,1,14,2
org_00023,2026-01-12,1,7,2
org_00023,2026-01-19,1,14,2
org_00023,2026-01-26,1,10,2
org_00023,2026-02-02,1,10,3
org_00023,2026-02-09,1,15,1
org_00023,2026-02-16,1,6,2
org_00023,2026-02-23,1,15,5
org_00023,2026-03-02,1,16,1
org_00023,2026-03-09,1,12,4
org_00023,2026-03-16,1,14,2
org_00023,2026-03-23,1,17,2
org_00023,2026-03-30,1,17,3
org_00023,2026-04-06,1,9,3
org_00023,2026-04-13,1,15,5
org_00023,2026-04-20,1,11,1
org_00023,2026-04-27,1,15,4
org_00024,2025-12-22,2,23,2
org_00024,2025-12-29,1,10,2
org_00024,2026-01-05,1,17,1
org_00024,2026-01-12,1,18,4
org_00024,2026-01-19,1,17,6
org_00024,2026-01-26,1,17,3
org_00024,2026-02-02,2,21,2
org_00024,2026-02-09,1,18,2
org_00024,2026-02-16,2,15,3
org_00024,2026-02-23,2,17,2
org_00024,2026-03-02,1,18,2
org_00024,2026-03-09,2,16,3
org_00024,2026-03-16,1,9,6
org_00024,2026-03-23,1,7,5
org_00025,2025-02-03,3,17,3
org_00025,2025-02-10,2,19,2
org_00025,2025-02-17,1,10,2
org_00025,2025-02-24,3,10,3
org_00025,2025-03-03,2,8,2
org_00025,2025-03-10,1,10,2
org_00025,2025-03-17,3,10,3
org_00025,2025-03-24,1,9,2
org_00025,2025-03-31,2,5,2
org_00025,2025-04-07,2,5,3
org_00025,2025-04-14,3,3,2
org_00025,2025-04-21,2,1,1
org_00025,2025-04-28,1,5,2
org_00025,2025-05-05,2,1,1
org_00025,2025-05-12,1,2,1
org_00025,2025-05-19,1,5,2
org_00025,2025-05-26,2,2,4
org_00025,2025-06-02,1,1,1
org_00025,2025-06-09,1,3,2
org_00025,2025-06-16,1,1,3
org_00025,2025-06-23,1,1,2
org_00025,2025-06-30,1,2,3
org_00025,2025-07-07,1,1,3
org_00025,2025-07-14,0,0,0
org_00025,2025-07-21,0,0,0
org_00025,2025-07-28,0,0,0
org_00025,2025-08-04,0,0,0
org_00026,2025-09-22,1,8,3
org_00026,2025-09-29,1,4,4
org_00026,2025-10-06,1,3,3
org_00026,2025-10-13,1,3,2
org_00026,2025-10-20,1,4,3
org_00026,2025-10-27,2,8,2
org_00026,2025-11-03,1,1,3
org_00026,2025-11-10,1,5,5
org_00026,2025-11-17,0,0,0
org_00026,2025-11-24,2,1,1
org_00026,2025-12-01,1,2,3
org_00026,2025-12-08,1,4,1
org_00026,2025-12-15,1,2,2
org_00026,2025-12-22,1,1,1
org_00026,2025-12-29,0,0,0
org_00026,2026-01-05,1,2,6
org_00026,2026-01-12,1,3,2
org_00026,2026-01-19,0,0,0
org_00026,2026-01-26,0,0,0
org_00026,2026-02-02,0,0,0
org_00026,2026-02-09,1,1,2
org_00026,2026-02-16,0,0,0
org_00026,2026-02-23,0,0,0
org_00026,2026-03-02,1,1,1
org_00026,2026-03-09,0,0,0
org_00026,2026-03-16,0,0,0
org_00026,2026-03-23,0,0,0
org_00027,2025-05-12,2,1,3
org_00027,2025-05-19,1,2,2
org_00027,2025-05-26,2,1,1
org_00027,2025-06-02,1,2,4
org_00027,2025-06-09,2,1,1
org_00027,2025-06-16,1,2,5
org_00027,2025-06-23,1,2,2
org_00027,2025-06-30,1,2,2
org_00027,2025-07-07,1,1,2
org_00027,2025-07-14,0,0,0
org_00027,2025-07-21,1,1,2
org_00027,2025-07-28,1,2,2
org_00027,2025-08-04,1,2,1
org_00027,2025-08-11,0,0,0
org_00027,2025-08-18,0,0,0
org_00027,2025-08-25,1,2,1
org_00027,2025-09-01,0,0,0
org_00027,2025-09-08,0,0,0
org_00027,2025-09-15,0,0,0
org_00027,2025-09-22,0,0,0
org_00027,2025-09-29,1,1,2
org_00027,2025-10-06,1,1,2
org_00027,2025-10-13,1,1,2
org_00027,2025-10-20,0,0,0
org_00027,2025-10-27,0,0,0
org_00027,2025-11-03,0,0,0
org_00027,2025-11-10,0,0,0
org_00028,2025-08-11,1,12,1
org_00028,2025-08-18,2,13,3
org_00028,2025-08-25,2,13,4
org_00028,2025-09-01,2,11,2
org_00028,2025-09-08,1,7,3
org_00028,2025-09-15,3,12,5
org_00028,2025-09-22,2,17,2
org_00028,2025-09-29,1,7,2
org_00028,2025-10-06,2,18,3
org_00028,2025-10-13,2,13,3
org_00028,2025-10-20,1,7,4
org_00028,2025-10-27,2,2,3
org_00028,2025-11-03,1,4,2
org_00028,2025-11-10,1,11,5
org_00028,2025-11-17,2,18,6
org_00028,2025-11-24,3,11,3
org_00028,2025-12-01,2,19,3
org_00028,2025-12-08,2,11,3
org_00028,2025-12-15,3,9,2
org_00028,2025-12-22,2,20,6
org_00028,2025-12-29,1,10,2
org_00028,2026-01-05,1,11,5
org_00028,2026-01-12,1,6,5
org_00028,2026-01-19,2,13,2
org_00028,2026-01-26,2,14,3
org_00028,2026-02-02,1,14,2
org_00028,2026-02-09,1,11,1
org_00028,2026-02-16,1,18,1
org_00028,2026-02-23,3,7,3
org_00028,2026-03-02,2,13,3
org_00028,2026-03-09,2,11,3
org_00028,2026-03-16,2,20,5
org_00028,2026-03-23,1,13,4
org_00028,2026-03-30,2,11,2
org_00028,2026-04-06,2,12,3
org_00028,2026-04-13,1,13,2
org_00028,2026-04-20,1,21,5
org_00028,2026-04-27,1,11,3
org_00029,2024-12-30,2,13,3
org_00029,2025-01-06,3,6,4
org_00029,2025-01-13,2,11,4
org_00029,2025-01-20,3,9,3
org_00029,2025-01-27,1,8,3
org_00029,2025-02-03,3,4,2
org_00029,2025-02-10,1,2,3
org_00029,2025-02-17,1,4,3
org_00029,2025-02-24,1,4,1
org_00029,2025-03-03,1,1,2
org_00029,2025-03-10,2,2,2
org_00029,2025-03-17,1,3,2
org_00029,2025-03-24,2,3,2
org_00029,2025-03-31,0,0,0
org_00029,2025-04-07,1,2,2
org_00029,2025-04-14,1,3,5
org_00029,2025-04-21,2,1,3
