revenue_event_id,lead_id,partner_id,revenue_timestamp,revenue_type,revenue_amount,transaction_status
REV93B4DA08B605,LD69A45A4D3D7,P005,2025-01-31 12:24:38 UTC,lead_sale,120.18,confirmed
REVE7C3DA2D9C22,LC5167B8AFF88,P003,2025-05-30 11:10:59 UTC,lead_sale,67.65,confirmed
REV887E88FDE1DB,L8406DD7C7BFF,P003,2025-01-03 19:56:20 UTC,lead_sale,77.58,confirmed
REV81F9F790178E,L8E711D55CC0F,P009,2025-05-29 23:54:23 UTC,lead_sale,62.95,confirmed
REV0FEBF34D1FFC,LDECE37E0743A,P005,2025-02-27 23:55:20 UTC,lead_sale,122.29,confirmed
REVA599E9521A8A,L885954AB7326,P010,2025-05-30 16:03:06 UTC,lead_sale,70.22,confirmed
REV6B9C6693F68E,L0C4B1B843C0B,P006,2025-04-01 08:31:47 UTC,lead_sale,130.76,confirmed
REV558E312E3CDA,L71A7D9748882,P002,2025-02-02 08:56:12 UTC,lead_sale,89.42,confirmed
REV8CBA827370C4,LC21616896DF8,P001,2025-06-13 20:47:01 UTC,lead_sale,70.83,confirmed
REVDF081F80B3EE,L1AD4F197BD97,P002,2025-05-15 12:16:40 UTC,lead_sale,84.6,confirmed
REV3AD9421A1935,L35D77E5180BC,P003,2025-03-11 22:24:00 UTC,lead_sale,63.75,confirmed
REV2BD57D13F87C,L3861F21E2854,P001,2025-03-30 22:59:24 UTC,lead_sale,71.68,confirmed
REV190ADBA15617,L98C0EBB32FC3,P009,2025-06-20 17:35:25 UTC,lead_sale,54.82,confirmed
REV7C5A5E15AB6A,LA818D4CC07C5,P010,2025-03-30 20:36:41 UTC,lead_sale,85.27,confirmed
REVBB6C3DF0D6F4,LE27192BC622B,P001,2025-06-02 19:38:05 UTC,lead_sale,70.64,confirmed
REV7C64A12A614E,L36C905981A2A,P003,2025-03-04 11:20:44 UTC,lead_sale,65.51,confirmed
REV8ECAF0357A77,L013F0B7BC10F,P010,2025-05-11 09:34:40 UTC,lead_sale,75.81,confirmed
REV2D74D32E600D,L026027E6E92C,P001,2025-02-03 10:22:38 UTC,lead_sale,69.62,confirmed
REVC6221F360120,L621AF38ACE92,P010,2025-03-25 20:10:08 UTC,lead_sale,74.86,confirmed
REVFFF1DBCC14E3,L1C05B51FE21B,P009,2025-05-27 17:59:31 UTC,lead_sale,58.12,confirmed
REV882453E9CD0D,L6C6E00EEB595,P003,2025-01-30 23:48:03 UTC,lead_sale,70.19,confirmed
REV8A4F5B221189,L4BB5CA985ED4,P003,2025-06-27 09:48:26 UTC,lead_sale,77.17,confirmed
REV4E1A28A17EE4,L18005CE57C66,P002,2025-01-05 20:19:32 UTC,lead_sale,86.87,confirmed
REV543A1406E7FF,L7EB9DCDEE425,P002,2025-01-25 10:55:35 UTC,lead_sale,89.15,confirmed
REVFD61BBEE88BF,L5C60CCF2E8D7,P003,2025-01-05 10:11:16 UTC,lead_sale,72.7,confirmed
REV37966A9A0D3A,L6CAA73B70C2A,P002,2025-04-07 10:05:37 UTC,lead_sale,74.21,confirmed
REVA3EA4AB1DC93,L6FA1D1F31C61,P001,2025-02-13 13:06:06 UTC,lead_sale,71.06,confirmed
REV67BD16E2A3BA,LE23235801E4F,P010,2025-04-26 21:21:59 UTC,lead_sale,82.0,confirmed
REVBA54281FBADB,L4B5426318AB6,P002,2025-06-27 08:44:52 UTC,lead_sale,78.62,confirmed
REV5247545FDAFD,L3A5624FF9341,P006,2025-05-27 23:49:29 UTC,lead_sale,135.2,confirmed
REV6E9C4F287850,L101FBD87AA07,P002,2025-06-01 16:33:40 UTC,lead_sale,81.02,confirmed
REVFAAF40CE5C21,L120F8A3F8E92,P005,2025-05-28 22:03:24 UTC,lead_sale,107.29,confirmed
REV151A2587E261,L34C614F93A8E,P003,2025-06-15 11:40:42 UTC,lead_sale,66.02,confirmed
REV36019F6EC315,L98742538A0A2,P010,2025-04-27 12:12:55 UTC,lead_sale,82.35,confirmed
REV7657EC1C5705,L166272EC1A64,P010,2025-01-02 13:17:20 UTC,lead_sale,68.15,confirmed
REV219A7E97F5CC,LAECD2D1A8C68,P010,2025-06-09 20:59:24 UTC,lead_sale,82.01,confirmed
REV3F94E7A34AF3,L0404B128E77A,P002,2025-05-14 11:14:12 UTC,lead_sale,72.21,confirmed
REV9E0A4FF65F1E,L1FBE89D3EE46,P010,2025-01-07 11:17:35 UTC,lead_sale,84.1,confirmed
REV9903F0E13BE7,LF02E088CBEB8,P003,2025-02-12 20:12:08 UTC,lead_sale,74.22,confirmed
REV044EB5D0599A,L02E76B02FE2F,P002,2025-04-07 09:58:04 UTC,lead_sale,75.15,confirmed
REVC1A9F3359DA0,L724CC1B68B1E,P001,2025-02-23 19:44:36 UTC,lead_sale,70.74,confirmed
REV50830373A5C0,L7089541C07FF,P005,2025-04-21 08:02:17 UTC,lead_sale,125.92,confirmed
REVB7DB4E8FF6B7,L6508C09DD54F,P010,2025-04-29 21:58:11 UTC,lead_sale,64.89,confirmed
REV8D8FF8806CA8,L11C612595F7B,P002,2025-03-19 23:08:39 UTC,lead_sale,67.71,confirmed
REV45CD6EE7EE7B,L2B157DBEC740,P002,2025-04-25 19:10:10 UTC,lead_sale,76.05,confirmed
REV463BE69ECF69,LD5C3CBEA4E52,P002,2025-05-18 21:04:24 UTC,lead_sale,86.93,confirmed
REV791E1EE8312B,L97A13484E037,P010,2025-05-08 09:44:51 UTC,lead_sale,73.31,confirmed
REVC1A16490E13F,L900528E46A78,P003,2025-04-07 20:15:26 UTC,lead_sale,68.42,confirmed
REVCA38007B0037,LEBC50237100F,P006,2025-06-28 13:20:21 UTC,lead_sale,117.54,confirmed
REVCA50FB02091D,LBE3ED9962018,P010,2025-01-01 16:35:57 UTC,lead_sale,67.56,confirmed
REV9BFB3AD74CBC,L629162DBE2F2,P007,2025-04-25 21:43:15 UTC,lead_sale,152.17,confirmed
REVCFED1A7AA09C,L23A0373C6800,P010,2025-01-06 14:12:45 UTC,lead_sale,70.54,confirmed
REV7AC9BE714862,L27F41DDE1BD0,P005,2025-01-29 12:15:55 UTC,lead_sale,116.45,confirmed
REV4CA0A04D8DE6,L4F9BE6C9351A,P002,2025-04-19 12:47:58 UTC,lead_sale,83.85,confirmed
REVC0F1B6108978,LBD0E0536CD42,P005,2025-04-30 19:39:14 UTC,lead_sale,109.77,confirmed
REV00ACB5BC5139,LD5A67CE20B27,P010,2025-03-14 09:02:07 UTC,lead_sale,68.07,confirmed
REV6AA42FE7DCAF,LEEEB7BAA11EC,P010,2025-04-21 18:08:57 UTC,lead_sale,72.02,confirmed
REV4F519ADF83F0,L3DC53A3C1F07,P010,2025-03-19 18:47:53 UTC,lead_sale,73.75,confirmed
REV2FE03B57E27E,L8746C0771F5D,P009,2025-03-18 16:32:28 UTC,lead_sale,63.04,confirmed
REV98C041A8282E,LE358EDDAC635,P001,2025-04-30 13:32:34 UTC,lead_sale,59.37,confirmed
REV7BA9E1B662E1,LFEDD73AADB72,P005,2025-02-26 18:10:50 UTC,lead_sale,117.24,confirmed
REVD3C6BCAE7F53,L2AE794005347,P002,2025-01-06 20:28:30 UTC,lead_sale,83.01,confirmed
REV989D3A8F4194,L639CA2D2DCF4,P002,2025-01-15 21:55:13 UTC,lead_sale,79.02,confirmed
REVB975A1307729,L4EF4BD803624,P010,2025-04-15 12:41:07 UTC,lead_sale,65.89,confirmed
REV7132FEC21997,LEB09E8851DD4,P005,2025-01-10 09:08:07 UTC,lead_sale,108.44,confirmed
REVF07A7D807A1B,LE6672D150798,P002,2025-04-06 08:26:10 UTC,lead_sale,78.1,confirmed
REV0F35D5E8CEE8,LD60756F3874E,P010,2025-04-19 13:39:17 UTC,lead_sale,71.47,confirmed
REV4FAEFB98CD8C,L66846C9F3737,P010,2025-02-04 12:57:01 UTC,lead_sale,73.09,confirmed
REV1BD0DE20C377,L37BA56605907,P003,2025-02-19 19:15:30 UTC,lead_sale,72.74,confirmed
REV89BB1EAC6421,L739150E53601,P002,2025-02-13 20:32:37 UTC,lead_sale,77.39,confirmed
REV8900A2D5E432,L08F2D310BE73,P001,2025-04-28 15:02:56 UTC,lead_sale,77.24,confirmed
REV9C679DB7504E,L06BE4812DFC4,P008,2025-01-14 22:02:59 UTC,lead_sale,79.56,confirmed
REV8BEA8A74D043,L22F777CAD3F4,P003,2025-04-05 21:09:11 UTC,lead_sale,81.47,confirmed
REVE610211C7E36,LF686AE74A5A8,P005,2025-04-28 17:21:03 UTC,lead_sale,123.19,confirmed
REVFD6B8B163C98,L64C765E99526,P004,2025-01-13 20:40:20 UTC,lead_sale,91.31,confirmed
REVD04FBAF227F6,L4829DA236611,P002,2025-01-04 12:47:38 UTC,lead_sale,77.6,confirmed
REVEA80947E5012,LEFAB1BCEC619,P002,2025-04-18 10:53:26 UTC,lead_sale,79.69,confirmed
REV5C72FBE60D4E,L188B71CF0CC5,P003,2025-03-08 16:34:35 UTC,lead_sale,80.43,confirmed
REVE0394FAE9B5D,LE54B5CE3FE21,P002,2025-01-14 22:20:36 UTC,lead_sale,82.52,confirmed
REV5820FA7A9ABE,L1F316DC58173,P010,2025-01-07 19:53:07 UTC,lead_sale,80.96,confirmed
REVD727F0A63511,LFA587DA9FFA7,P002,2025-04-22 10:33:10 UTC,lead_sale,71.57,confirmed
REV51EA7E921468,L593F1A96BF6E,P006,2025-04-09 09:49:31 UTC,lead_sale,107.21,confirmed
REV8B0A36C6D1D0,L39C880F7AE81,P010,2025-05-10 16:05:52 UTC,lead_sale,83.42,confirmed
REVB941C7D9E95F,L49C39ABDEF41,P008,2025-02-11 14:10:11 UTC,lead_sale,77.79,confirmed
REV1BF2F27FE05C,L1342C357BEA3,P002,2025-06-04 15:36:10 UTC,lead_sale,73.67,confirmed
REV0D691ABD18A0,L1864DCDE639C,P007,2025-04-08 17:25:39 UTC,lead_sale,130.17,confirmed
REV493A741787E0,L015230B812F6,P006,2025-06-04 08:53:42 UTC,lead_sale,127.29,confirmed
REV46573642C8C1,L6EED7A69ADE3,P001,2025-03-22 09:34:15 UTC,lead_sale,64.77,confirmed
REV17190760C599,LB6D2320DB00E,P005,2025-04-13 13:31:17 UTC,lead_sale,105.72,confirmed
REVBA3E84FE5ADF,L06E89712DF73,P001,2025-03-24 14:56:07 UTC,lead_sale,58.91,confirmed
REV48B50B6C1D45,L4D12338FCBF7,P002,2025-04-27 11:57:30 UTC,lead_sale,85.31,confirmed
REV06250C293FF2,L3F75C5BF869B,P003,2025-03-02 21:18:35 UTC,lead_sale,72.19,confirmed
REV4CF9CDEB980C,LEDBECDE2AB77,P009,2025-02-18 13:35:12 UTC,lead_sale,59.39,confirmed
REV6C4DE48908A4,L45423C42189F,P010,2025-04-25 10:22:26 UTC,lead_sale,65.25,confirmed
REV1D82B33C4F5B,L939AD67A240E,P010,2025-05-03 12:28:22 UTC,lead_sale,78.98,confirmed
REV8E762F601443,LE44436CB9BFA,P002,2025-04-11 17:52:47 UTC,lead_sale,89.93,confirmed
REVC719939A21A2,L115754E40C7F,P003,2025-02-28 20:05:29 UTC,lead_sale,68.67,confirmed
REV1AA6ECC2F3D3,L660E267A58EB,P003,2025-04-10 11:43:12 UTC,lead_sale,80.16,confirmed
REVBA374D1EEE62,LDD12F9AAA0EE,P010,2025-03-03 13:13:06 UTC,lead_sale,84.66,confirmed
REV6AD9F9768CF1,L9EE9A1A01DEF,P002,2025-06-01 13:49:06 UTC,lead_sale,84.27,confirmed
REV9D6AF4CE8ABF,L2332607D9BF2,P008,2025-01-02 23:34:14 UTC,lead_sale,90.35,confirmed
REV65BFDB9BF6A2,L011E4FD5A78A,P010,2025-02-01 09:55:34 UTC,lead_sale,68.1,confirmed
REV326F51F2C6AB,L91FA591987B9,P010,2025-05-02 08:46:24 UTC,lead_sale,84.9,confirmed
REV11D0F4DB656E,L2133D642059C,P001,2025-01-23 18:30:07 UTC,lead_sale,75.42,confirmed
REVDE345DCDEDBA,L69263F261C4B,P003,2025-06-15 21:13:27 UTC,lead_sale,79.45,confirmed
REVA00DD59F0E26,L8BFE3120BED7,P003,2025-02-16 19:42:52 UTC,lead_sale,65.48,confirmed
REVD90669E4E82E,L9FDDACA83090,P002,2025-02-13 10:18:21 UTC,lead_sale,70.01,confirmed
REV43DD9CD3C4D7,LEBAEB6C82DA2,P002,2025-05-07 08:56:55 UTC,lead_sale,69.46,confirmed
REV1717215BFB18,L5A8F9AEFC357,P010,2025-01-24 13:37:51 UTC,lead_sale,81.69,confirmed
REVE25D755441FA,L137250DB9679,P008,2025-02-09 19:15:52 UTC,lead_sale,87.34,confirmed
REV8B74CB999B7B,L939EF49FFDAD,P010,2025-01-10 11:04:30 UTC,lead_sale,84.74,confirmed
REV323B9888D50F,L906FC151088B,P002,2025-04-19 15:02:05 UTC,lead_sale,71.69,confirmed
REV3CD9E40701B0,L5AE8BC0DDF03,P009,2025-06-06 21:03:19 UTC,lead_sale,63.39,confirmed
REVC3A7943F8139,L7D9B8BEC70EC,P010,2025-02-02 08:43:42 UTC,lead_sale,85.66,confirmed
REV48CAA38CCBF5,LCACA70F0094B,P003,2025-04-21 15:39:49 UTC,lead_sale,76.02,confirmed
REV5C3979ADF8EF,LB6CA158E65B8,P003,2025-04-03 14:16:01 UTC,lead_sale,72.19,confirmed
REV9D1F096F0568,LEA20345B5882,P010,2025-04-04 19:46:27 UTC,lead_sale,67.72,confirmed
REV4334D7F142DF,L19F7503566E8,P005,2025-05-10 16:42:58 UTC,lead_sale,119.59,confirmed
REV72A53BCF3EFC,LD796F18AECAA,P005,2025-05-19 14:46:40 UTC,lead_sale,112.54,confirmed
REV14E40A9BDD60,L7F1CCE239BEC,P002,2025-03-30 17:39:56 UTC,lead_sale,89.06,confirmed
REV217B1CC5E48E,LD7E2511CE7E1,P002,2025-05-11 12:12:28 UTC,lead_sale,89.24,confirmed
REV61B2B5A8FB66,L54B99628DACF,P002,2025-05-27 18:12:37 UTC,lead_sale,73.07,confirmed
REVABC339C58D20,LF721E0F6ECF6,P003,2025-02-10 16:46:24 UTC,lead_sale,80.41,confirmed
REV4B98EA0CA971,LE06EA94A3520,P010,2025-06-23 11:45:56 UTC,lead_sale,71.59,confirmed
REV6A75EB1BD0E8,L83272B544B72,P010,2025-02-25 09:08:26 UTC,lead_sale,75.56,confirmed
REVFCC92598E8A9,L6CCD607662DC,P004,2025-01-02 17:40:39 UTC,lead_sale,92.28,confirmed
REVF84C0DEBB4CA,L762C06E3CFDF,P003,2025-06-18 15:47:22 UTC,lead_sale,66.72,confirmed
REV225D7782BDD9,L3CAA5BA4A47C,P005,2025-05-16 15:59:50 UTC,lead_sale,110.96,confirmed
REV71F37B7F1C15,L5F9E1AA5B836,P002,2025-03-17 11:33:16 UTC,lead_sale,82.93,confirmed
REVB72D2561392F,L44B68ACB66A1,P010,2025-02-19 14:06:50 UTC,lead_sale,78.64,confirmed
REVECC2C636736E,LDFF6D837AB38,P007,2025-01-19 21:54:17 UTC,lead_sale,145.13,confirmed
REVF95264891FC0,LF4AF9FA455B9,P001,2025-06-30 11:43:21 UTC,lead_sale,71.91,confirmed
REV2E7A82C35AFA,LEE48342E184D,P009,2025-05-26 22:24:51 UTC,lead_sale,52.53,confirmed
REV0A37F8FF97B2,LABC2EEAF9204,P006,2025-02-08 20:25:40 UTC,lead_sale,127.61,confirmed
REV25BEB318C2D2,L7C09A62D5F61,P008,2025-02-05 13:15:37 UTC,lead_sale,93.31,confirmed
REV44B3BAD0D409,L3D4E4473BE2F,P001,2025-03-25 07:47:44 UTC,lead_sale,65.47,confirmed
REV8590985202EE,LB7543D75F94A,P008,2025-05-14 23:19:04 UTC,lead_sale,89.06,confirmed
REV5BD5617CB5E8,L660986018CCB,P008,2025-02-27 16:47:06 UTC,lead_sale,85.33,confirmed
REV0410E3F8D574,LC7B50B284D3D,P003,2025-06-21 10:30:25 UTC,lead_sale,67.06,confirmed
REV00B2B03530B1,L24EAAE1B8917,P007,2025-06-27 10:55:40 UTC,lead_sale,130.62,confirmed
REVFAE2999D8933,L17E2BAC39083,P003,2025-01-09 21:43:48 UTC,lead_sale,71.7,confirmed
REV2B6F8E2CF432,L8E9DBEB1CEA2,P008,2025-05-24 21:19:20 UTC,lead_sale,91.44,confirmed
REV2B2E2286AF96,LB56899711F31,P002,2025-06-14 23:51:04 UTC,lead_sale,72.0,confirmed
REV8B5F76F88F49,L2A8F8461BBE5,P003,2025-04-19 10:41:41 UTC,lead_sale,68.17,confirmed
REV87806D2FAEF7,LBFFB3032ED1A,P009,2025-05-29 13:24:03 UTC,lead_sale,65.18,confirmed
REV04F606896DFE,L2639BBB30CE3,P010,2025-03-12 19:28:00 UTC,lead_sale,79.49,confirmed
REV3C0B56E6F598,LC906029A0549,P002,2025-06-15 15:39:00 UTC,lead_sale,86.08,confirmed
REV4E1A62819242,L624536D5C777,P010,2025-01-24 08:54:17 UTC,lead_sale,65.52,confirmed
REV12138414C203,LBC7535668E7D,P002,2025-05-25 13:09:42 UTC,lead_sale,89.97,confirmed
REVBAA1E7C19C76,L8CF0BC93A0FF,P010,2025-06-16 15:32:31 UTC,lead_sale,71.49,confirmed
REV5E9E02099779,LDB8BCC7F9502,P009,2025-06-14 22:19:29 UTC,lead_sale,61.62,confirmed
REVF846AB4462D8,L67E92A3C020A,P006,2025-01-23 07:39:59 UTC,lead_sale,137.06,confirmed
REVDCE619C97A8F,LEF94C263FA85,P002,2025-02-09 13:54:50 UTC,lead_sale,89.51,confirmed
REV0C159575103D,LE29ADD49A053,P007,2025-05-25 10:34:20 UTC,lead_sale,146.45,confirmed
REVDC3173CD29A0,LAE1ADDA72433,P010,2025-01-21 11:06:32 UTC,lead_sale,76.24,confirmed
REVB7204BD91DFC,LAE0DCDAA4603,P002,2025-04-29 16:40:11 UTC,lead_sale,80.12,confirmed
REVD473E4389A66,L991319DE655B,P010,2025-04-14 09:42:23 UTC,lead_sale,79.4,confirmed
REVE44B9F97E331,LFCBE320E5CC5,P002,2025-04-24 09:02:40 UTC,lead_sale,80.95,confirmed
REV901D8930A6A6,L67B02FF835EB,P003,2025-03-24 13:00:50 UTC,lead_sale,66.36,confirmed
REV31A803EEB8CC,L33B4B7442369,P005,2025-01-04 08:58:59 UTC,lead_sale,118.93,confirmed
REV25753D39DB2E,L438ED1DA7F87,P003,2025-06-18 18:27:01 UTC,lead_sale,74.14,confirmed
REVE7CB033C81B1,L3DCF08EE834F,P005,2025-04-19 07:28:10 UTC,lead_sale,94.65,confirmed
REV2DE353D1A597,LAFF7312CE08E,P010,2025-04-15 14:20:16 UTC,lead_sale,71.53,confirmed
REV730FDA132C28,L2EF2DBFB6B3A,P010,2025-06-28 10:38:08 UTC,lead_sale,81.41,confirmed
REVD4FD26C9617A,L2E807406BF20,P010,2025-02-10 21:41:24 UTC,lead_sale,70.0,confirmed
REV75565E4C82A5,LDF338B54D65F,P002,2025-05-30 23:17:30 UTC,lead_sale,74.26,confirmed
REVA759FA0B0291,LF5F65C446E91,P009,2025-01-16 23:29:02 UTC,lead_sale,68.38,confirmed
REVD2AB503CE785,L93859D2D2F5E,P002,2025-01-20 19:19:15 UTC,lead_sale,75.03,confirmed
REVD16BF2F65049,L24DE31128B5C,P010,2025-06-15 22:13:25 UTC,lead_sale,72.39,confirmed
REV11ECD305291F,L76B9A862A413,P010,2025-06-04 12:23:50 UTC,lead_sale,78.94,confirmed
REV4BD9907CB6BC,LA83A3C179C01,P010,2025-03-24 12:49:52 UTC,lead_sale,79.55,confirmed
REVCB2D641FB9D2,L0707EBAD0480,P002,2025-01-09 09:23:38 UTC,lead_sale,78.48,confirmed
REVDA1086FE957B,L3E9962EBD6C5,P009,2025-04-18 10:13:32 UTC,lead_sale,60.2,confirmed
REV25B6CA353965,L3388069D8F1B,P002,2025-05-26 17:56:05 UTC,lead_sale,67.93,confirmed
REV294930F27C59,L8D2D519AECDE,P001,2025-01-13 12:12:29 UTC,lead_sale,77.22,confirmed
REV96F88B7FE72B,L7C0F2F22ED9C,P010,2025-01-24 08:22:30 UTC,lead_sale,70.09,confirmed
REV7D368B6D0FAB,L51B1DB1FAA93,P001,2025-03-29 11:18:51 UTC,lead_sale,72.41,confirmed
REV48FB1EA7363C,L5706F439DA6F,P002,2025-01-29 14:08:32 UTC,lead_sale,81.48,confirmed
REV34149F3D0E7D,L06762ED5AB30,P001,2025-04-20 14:12:34 UTC,lead_sale,77.9,confirmed
REV52B16C2589F4,L59C1C4DFEC9D,P003,2025-01-25 22:34:33 UTC,lead_sale,77.25,confirmed
REVAD7DFBD99E3A,LDF66322D2AAC,P006,2025-05-08 09:51:01 UTC,lead_sale,129.65,confirmed
REV920F1CE8FD52,L28F4BC28993E,P009,2025-03-21 14:42:47 UTC,lead_sale,68.09,confirmed
REV1ABB4007D4D8,L19E8A4675E9E,P002,2025-05-27 08:44:29 UTC,lead_sale,87.31,confirmed
REV99FD2E03C320,LBA48CCC825B2,P002,2025-03-20 09:55:26 UTC,lead_sale,72.69,confirmed
REV787A915EC6C5,LF264A929979A,P010,2025-04-30 17:26:41 UTC,lead_sale,69.24,confirmed
REV8CCBE3325732,L9939BF265B61,P002,2025-04-10 15:11:39 UTC,lead_sale,87.8,confirmed
REV2D8ED406A9A1,LD15B1D1D6C01,P002,2025-06-20 18:04:06 UTC,lead_sale,84.73,confirmed
REVBACAB1DE0CB2,L8002239C0137,P003,2025-05-28 13:19:58 UTC,lead_sale,64.66,confirmed
REV9C3AABD1C1A2,L4148A8C0DE13,P002,2025-04-17 23:35:13 UTC,lead_sale,82.34,confirmed
REV2DAAB82D66DB,L64E9007D2CC3,P002,2025-01-09 14:06:44 UTC,lead_sale,75.16,confirmed
REV918BBD4AADB9,L2DD9CBEEC9CB,P010,2025-02-19 16:47:08 UTC,lead_sale,75.76,confirmed
REVF8831530FCA3,L2154AE667390,P006,2025-03-14 21:20:09 UTC,lead_sale,117.4,confirmed
REV9080C2C2B380,L0CD1E766ACA4,P010,2025-06-29 10:48:53 UTC,lead_sale,73.48,confirmed
REV789C6388BABB,L949EDF514B76,P001,2025-06-29 13:33:35 UTC,lead_sale,62.84,confirmed
REVFAF4F8F19690,LC9211A2C7420,P010,2025-01-14 18:14:47 UTC,lead_sale,78.73,confirmed
REV52EEB5E101AA,LE776AA9BA61B,P003,2025-03-20 11:38:42 UTC,lead_sale,76.04,confirmed
REV57FC0660D0D1,L8979F911B182,P007,2025-04-09 11:43:23 UTC,lead_sale,135.02,confirmed
REV5849BBE83725,L90DE0583D186,P003,2025-05-13 22:36:34 UTC,lead_sale,68.67,confirmed
REVFC21C3577D57,L8272C6CA18FB,P010,2025-01-14 19:11:22 UTC,lead_sale,72.29,confirmed
REVDB0FE01B2885,L8CF124BA1239,P002,2025-06-18 19:10:28 UTC,lead_sale,76.23,confirmed
REV311D89847FE2,L3631BB4B975D,P010,2025-03-16 09:38:33 UTC,lead_sale,75.82,confirmed
REV34A08834B7C7,L9827C2903D11,P005,2025-04-09 21:07:39 UTC,lead_sale,107.4,confirmed
REVF46D3EA97D2D,LB6FC3AEB431D,P003,2025-04-20 19:39:13 UTC,lead_sale,71.32,confirmed
REV2DAC66B6F392,L973203F64AFF,P002,2025-02-20 12:43:16 UTC,lead_sale,67.99,confirmed
REVFB7D24BD15D9,L5EBAF9111B5D,P002,2025-04-12 07:58:45 UTC,lead_sale,89.57,confirmed
REV157A30B08AF2,LBD9D18A1F150,P004,2025-01-18 18:15:49 UTC,lead_sale,93.25,confirmed
REV3B96B606FEFC,L6703ACE42725,P005,2025-06-28 16:50:57 UTC,lead_sale,116.97,confirmed
REVEA217D37B96E,L5E13BFE65590,P002,2025-04-24 15:08:55 UTC,lead_sale,79.31,confirmed
REV640CF881DCD3,LD0F1CA396D3F,P002,2025-03-19 23:31:45 UTC,lead_sale,85.89,confirmed
