event_id,account_id,user_id,event_type,event_timestamp,creative_id,campaign_id,data_origin
evt_acct_000091_onboarding,acct_000091,usr_000091,ONBOARDING_COMPLETED,2026-01-07T00:00:00,cr_google_023_002,camp_google_001,SYNTHETIC
evt_acct_000091_profile,acct_000091,usr_000091,PROFILE_CREATED,2026-01-08T00:00:00,cr_google_023_002,camp_google_001,SYNTHETIC
evt_acct_000091_campaign_launched,acct_000091,usr_000091,CAMPAIGN_LAUNCHED,2026-01-11T00:00:00,cr_google_023_002,camp_google_001,SYNTHETIC
evt_acct_001297_trial_signup,acct_001297,usr_001297,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_001297_onboarding,acct_001297,usr_001297,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_001297_profile,acct_001297,usr_001297,PROFILE_CREATED,2026-01-10T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_001297_campaign_launched,acct_001297,usr_001297,CAMPAIGN_LAUNCHED,2026-01-12T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_001354_trial_signup,acct_001354,usr_001354,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_017_001,camp_tiktok_002,SYNTHETIC
evt_acct_001198_trial_signup,acct_001198,usr_001198,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_015_002,camp_tiktok_001,SYNTHETIC
evt_acct_001599_trial_signup,acct_001599,usr_001599,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001016_trial_signup,acct_001016,usr_001016,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_013_002,camp_tiktok_001,SYNTHETIC
evt_acct_001137_trial_signup,acct_001137,usr_001137,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001585_trial_signup,acct_001585,usr_001585,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_trial_signup,acct_001570,usr_001570,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_onboarding,acct_001570,usr_001570,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_profile,acct_001570,usr_001570,PROFILE_CREATED,2026-01-10T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_campaign_launched,acct_001570,usr_001570,CAMPAIGN_LAUNCHED,2026-01-19T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_first_customer,acct_001570,usr_001570,FIRST_CUSTOMER_ACQUIRED,2026-02-11T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_001570_subscription,acct_001570,usr_001570,SUBSCRIPTION_STARTED,2026-02-12T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_000125_trial_signup,acct_000125,usr_000125,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_google_024_001,camp_google_001,SYNTHETIC
evt_acct_000125_onboarding,acct_000125,usr_000125,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_google_024_001,camp_google_001,SYNTHETIC
evt_acct_000125_profile,acct_000125,usr_000125,PROFILE_CREATED,2026-01-10T00:00:00,cr_google_024_001,camp_google_001,SYNTHETIC
evt_acct_000923_trial_signup,acct_000923,usr_000923,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_013_001,camp_tiktok_001,SYNTHETIC
evt_acct_000865_trial_signup,acct_000865,usr_000865,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_meta_010_001,camp_meta_004,SYNTHETIC
evt_acct_001428_trial_signup,acct_001428,usr_001428,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_017_003,camp_tiktok_002,SYNTHETIC
evt_acct_000929_trial_signup,acct_000929,usr_000929,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_013_001,camp_tiktok_001,SYNTHETIC
evt_acct_001604_trial_signup,acct_001604,usr_001604,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_000204_trial_signup,acct_000204,usr_000204,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000204_onboarding,acct_000204,usr_000204,ONBOARDING_COMPLETED,2026-01-07T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000204_profile,acct_000204,usr_000204,PROFILE_CREATED,2026-01-08T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000204_campaign_launched,acct_000204,usr_000204,CAMPAIGN_LAUNCHED,2026-01-09T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000204_first_customer,acct_000204,usr_000204,FIRST_CUSTOMER_ACQUIRED,2026-01-20T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000204_subscription,acct_000204,usr_000204,SUBSCRIPTION_STARTED,2026-01-21T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000309_trial_signup,acct_000309,usr_000309,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000309_onboarding,acct_000309,usr_000309,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000309_profile,acct_000309,usr_000309,PROFILE_CREATED,2026-01-10T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000309_campaign_launched,acct_000309,usr_000309,CAMPAIGN_LAUNCHED,2026-01-15T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000309_first_customer,acct_000309,usr_000309,FIRST_CUSTOMER_ACQUIRED,2026-02-04T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000309_subscription,acct_000309,usr_000309,SUBSCRIPTION_STARTED,2026-02-05T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000617_trial_signup,acct_000617,usr_000617,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_meta_002_002,camp_meta_001,SYNTHETIC
evt_acct_001825_trial_signup,acct_001825,usr_001825,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_tiktok_020_003,camp_tiktok_003,SYNTHETIC
evt_acct_000603_trial_signup,acct_000603,usr_000603,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_meta_002_001,camp_meta_001,SYNTHETIC
evt_acct_000827_trial_signup,acct_000827,usr_000827,TRIAL_SIGNUP,2026-01-06T00:00:00,cr_meta_008_003,camp_meta_003,SYNTHETIC
evt_acct_000801_trial_signup,acct_000801,usr_000801,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_meta_007_003,camp_meta_003,SYNTHETIC
evt_acct_000801_onboarding,acct_000801,usr_000801,ONBOARDING_COMPLETED,2026-01-08T00:00:00,cr_meta_007_003,camp_meta_003,SYNTHETIC
evt_acct_000801_profile,acct_000801,usr_000801,PROFILE_CREATED,2026-01-09T00:00:00,cr_meta_007_003,camp_meta_003,SYNTHETIC
evt_acct_000002_trial_signup,acct_000002,usr_000002,TRIAL_SIGNUP,2026-01-07T00:00:00,,,SYNTHETIC
evt_acct_001425_trial_signup,acct_001425,usr_001425,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_017_003,camp_tiktok_002,SYNTHETIC
evt_acct_001425_onboarding,acct_001425,usr_001425,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_017_003,camp_tiktok_002,SYNTHETIC
evt_acct_001425_profile,acct_001425,usr_001425,PROFILE_CREATED,2026-01-10T00:00:00,cr_tiktok_017_003,camp_tiktok_002,SYNTHETIC
evt_acct_001444_trial_signup,acct_001444,usr_001444,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_017_003,camp_tiktok_002,SYNTHETIC
evt_acct_001149_trial_signup,acct_001149,usr_001149,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001498_trial_signup,acct_001498,usr_001498,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_018_001,camp_tiktok_002,SYNTHETIC
evt_acct_001089_trial_signup,acct_001089,usr_001089,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_014_001,camp_tiktok_001,SYNTHETIC
evt_acct_001089_onboarding,acct_001089,usr_001089,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_014_001,camp_tiktok_001,SYNTHETIC
evt_acct_001089_profile,acct_001089,usr_001089,PROFILE_CREATED,2026-01-10T00:00:00,cr_tiktok_014_001,camp_tiktok_001,SYNTHETIC
evt_acct_001089_campaign_launched,acct_001089,usr_001089,CAMPAIGN_LAUNCHED,2026-01-13T00:00:00,cr_tiktok_014_001,camp_tiktok_001,SYNTHETIC
evt_acct_001089_first_customer,acct_001089,usr_001089,FIRST_CUSTOMER_ACQUIRED,2026-01-31T00:00:00,cr_tiktok_014_001,camp_tiktok_001,SYNTHETIC
evt_acct_001507_trial_signup,acct_001507,usr_001507,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_018_001,camp_tiktok_002,SYNTHETIC
evt_acct_001893_trial_signup,acct_001893,usr_001893,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001893_onboarding,acct_001893,usr_001893,ONBOARDING_COMPLETED,2026-01-10T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001893_profile,acct_001893,usr_001893,PROFILE_CREATED,2026-01-11T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001893_campaign_launched,acct_001893,usr_001893,CAMPAIGN_LAUNCHED,2026-01-16T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001893_first_customer,acct_001893,usr_001893,FIRST_CUSTOMER_ACQUIRED,2026-02-10T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_000479_trial_signup,acct_000479,usr_000479,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_google_027_002,camp_google_002,SYNTHETIC
evt_acct_000479_onboarding,acct_000479,usr_000479,ONBOARDING_COMPLETED,2026-01-10T00:00:00,cr_google_027_002,camp_google_002,SYNTHETIC
evt_acct_000479_profile,acct_000479,usr_000479,PROFILE_CREATED,2026-01-11T00:00:00,cr_google_027_002,camp_google_002,SYNTHETIC
evt_acct_000318_trial_signup,acct_000318,usr_000318,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_google_026_002,camp_google_002,SYNTHETIC
evt_acct_000529_trial_signup,acct_000529,usr_000529,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_meta_001_001,camp_meta_001,SYNTHETIC
evt_acct_001688_trial_signup,acct_001688,usr_001688,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_019_002,camp_tiktok_003,SYNTHETIC
evt_acct_000793_trial_signup,acct_000793,usr_000793,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_meta_007_003,camp_meta_003,SYNTHETIC
evt_acct_001723_trial_signup,acct_001723,usr_001723,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_020_001,camp_tiktok_003,SYNTHETIC
evt_acct_001723_onboarding,acct_001723,usr_001723,ONBOARDING_COMPLETED,2026-01-08T00:00:00,cr_tiktok_020_001,camp_tiktok_003,SYNTHETIC
evt_acct_001723_profile,acct_001723,usr_001723,PROFILE_CREATED,2026-01-09T00:00:00,cr_tiktok_020_001,camp_tiktok_003,SYNTHETIC
evt_acct_000970_trial_signup,acct_000970,usr_000970,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_013_002,camp_tiktok_001,SYNTHETIC
evt_acct_000970_onboarding,acct_000970,usr_000970,ONBOARDING_COMPLETED,2026-01-10T00:00:00,cr_tiktok_013_002,camp_tiktok_001,SYNTHETIC
evt_acct_000970_profile,acct_000970,usr_000970,PROFILE_CREATED,2026-01-11T00:00:00,cr_tiktok_013_002,camp_tiktok_001,SYNTHETIC
evt_acct_000970_campaign_launched,acct_000970,usr_000970,CAMPAIGN_LAUNCHED,2026-01-19T00:00:00,cr_tiktok_013_002,camp_tiktok_001,SYNTHETIC
evt_acct_001573_trial_signup,acct_001573,usr_001573,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_tiktok_018_003,camp_tiktok_002,SYNTHETIC
evt_acct_000641_trial_signup,acct_000641,usr_000641,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_meta_003_002,camp_meta_001,SYNTHETIC
evt_acct_000118_trial_signup,acct_000118,usr_000118,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_google_024_001,camp_google_001,SYNTHETIC
evt_acct_000565_trial_signup,acct_000565,usr_000565,TRIAL_SIGNUP,2026-01-07T00:00:00,cr_meta_001_001,camp_meta_001,SYNTHETIC
evt_acct_001110_trial_signup,acct_001110,usr_001110,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_014_002,camp_tiktok_001,SYNTHETIC
evt_acct_001317_trial_signup,acct_001317,usr_001317,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_001277_trial_signup,acct_001277,usr_001277,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_016_003,camp_tiktok_002,SYNTHETIC
evt_acct_000221_trial_signup,acct_000221,usr_000221,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_google_025_002,camp_google_002,SYNTHETIC
evt_acct_000229_trial_signup,acct_000229,usr_000229,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_google_025_003,camp_google_002,SYNTHETIC
evt_acct_001101_trial_signup,acct_001101,usr_001101,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_014_002,camp_tiktok_001,SYNTHETIC
evt_acct_001101_onboarding,acct_001101,usr_001101,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_014_002,camp_tiktok_001,SYNTHETIC
evt_acct_000925_trial_signup,acct_000925,usr_000925,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_013_001,camp_tiktok_001,SYNTHETIC
evt_acct_000202_trial_signup,acct_000202,usr_000202,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_google_025_001,camp_google_002,SYNTHETIC
evt_acct_000752_trial_signup,acct_000752,usr_000752,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_meta_006_003,camp_meta_002,SYNTHETIC
evt_acct_000752_onboarding,acct_000752,usr_000752,ONBOARDING_COMPLETED,2026-01-11T00:00:00,cr_meta_006_003,camp_meta_002,SYNTHETIC
evt_acct_000752_profile,acct_000752,usr_000752,PROFILE_CREATED,2026-01-12T00:00:00,cr_meta_006_003,camp_meta_002,SYNTHETIC
evt_acct_000875_trial_signup,acct_000875,usr_000875,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_meta_010_001,camp_meta_004,SYNTHETIC
evt_acct_000875_onboarding,acct_000875,usr_000875,ONBOARDING_COMPLETED,2026-01-11T00:00:00,cr_meta_010_001,camp_meta_004,SYNTHETIC
evt_acct_000875_profile,acct_000875,usr_000875,PROFILE_CREATED,2026-01-12T00:00:00,cr_meta_010_001,camp_meta_004,SYNTHETIC
evt_acct_000875_campaign_launched,acct_000875,usr_000875,CAMPAIGN_LAUNCHED,2026-01-21T00:00:00,cr_meta_010_001,camp_meta_004,SYNTHETIC
evt_acct_000100_trial_signup,acct_000100,usr_000100,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_google_023_003,camp_google_001,SYNTHETIC
evt_acct_001142_trial_signup,acct_001142,usr_001142,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_000606_trial_signup,acct_000606,usr_000606,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_meta_002_002,camp_meta_001,SYNTHETIC
evt_acct_000289_trial_signup,acct_000289,usr_000289,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_google_026_001,camp_google_002,SYNTHETIC
evt_acct_001333_trial_signup,acct_001333,usr_001333,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_017_001,camp_tiktok_002,SYNTHETIC
evt_acct_001333_onboarding,acct_001333,usr_001333,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_017_001,camp_tiktok_002,SYNTHETIC
evt_acct_001171_trial_signup,acct_001171,usr_001171,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001171_onboarding,acct_001171,usr_001171,ONBOARDING_COMPLETED,2026-01-10T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001171_profile,acct_001171,usr_001171,PROFILE_CREATED,2026-01-11T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001171_campaign_launched,acct_001171,usr_001171,CAMPAIGN_LAUNCHED,2026-01-19T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001171_first_customer,acct_001171,usr_001171,FIRST_CUSTOMER_ACQUIRED,2026-01-31T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001171_subscription,acct_001171,usr_001171,SUBSCRIPTION_STARTED,2026-02-01T00:00:00,cr_tiktok_015_001,camp_tiktok_001,SYNTHETIC
evt_acct_001961_trial_signup,acct_001961,usr_001961,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_021_002,camp_tiktok_003,SYNTHETIC
evt_acct_001525_trial_signup,acct_001525,usr_001525,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_018_002,camp_tiktok_002,SYNTHETIC
evt_acct_001525_onboarding,acct_001525,usr_001525,ONBOARDING_COMPLETED,2026-01-09T00:00:00,cr_tiktok_018_002,camp_tiktok_002,SYNTHETIC
evt_acct_001525_profile,acct_001525,usr_001525,PROFILE_CREATED,2026-01-10T00:00:00,cr_tiktok_018_002,camp_tiktok_002,SYNTHETIC
evt_acct_001813_trial_signup,acct_001813,usr_001813,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_020_002,camp_tiktok_003,SYNTHETIC
evt_acct_001984_trial_signup,acct_001984,usr_001984,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_021_003,camp_tiktok_003,SYNTHETIC
evt_acct_001902_trial_signup,acct_001902,usr_001902,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001899_trial_signup,acct_001899,usr_001899,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_021_001,camp_tiktok_003,SYNTHETIC
evt_acct_001786_trial_signup,acct_001786,usr_001786,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_020_002,camp_tiktok_003,SYNTHETIC
evt_acct_001381_trial_signup,acct_001381,usr_001381,TRIAL_SIGNUP,2026-01-08T00:00:00,cr_tiktok_017_002,camp_tiktok_002,SYNTHETIC
evt_acct_001381_onboarding,acct_001381,usr_001381,ONBOARDING_COMPLETED,2026-01-11T00:00:00,cr_tiktok_017_002,camp_tiktok_002,SYNTHETIC
