user_id,account_id,event_name,event_timestamp,feature_name,active_users,activation_event
USR_746876,ACC_01195,login,2024-06-30 20:00:00,Core Platform,7,False
USR_774982,ACC_00492,login,2024-05-23 05:36:00,Core Platform,8,False
USR_362246,ACC_00650,report_created,2025-03-31 03:28:00,Reporting,14,False
USR_734350,ACC_01152,report_created,2025-06-29 04:05:00,Reporting,18,False
USR_235924,ACC_00081,report_created,2025-07-11 03:37:00,Reporting,23,False
USR_280315,ACC_00675,api_call,2024-10-06 15:11:00,API,23,False
USR_394452,ACC_00677,integration_connected,2025-01-04 06:43:00,Slack,15,False
USR_707687,ACC_00869,login,2024-12-02 00:23:00,Core Platform,24,False
USR_331815,ACC_00721,login,2025-04-13 13:59:00,Core Platform,13,False
USR_182250,ACC_00577,workspace_created,2024-09-28 10:27:00,Workspace,12,False
USR_241739,ACC_00658,feature_used,2025-05-13 17:05:00,Analytics,13,False
USR_221571,ACC_00342,login,2024-05-29 04:21:00,Core Platform,20,False
USR_718518,ACC_00404,feature_used,2024-01-31 23:46:00,Automation,2,False
USR_340301,ACC_01140,login,2024-11-24 03:09:00,Core Platform,16,False
USR_225042,ACC_00789,feature_used,2024-12-13 00:58:00,Collaboration,15,False
USR_169455,ACC_00819,feature_used,2025-02-12 08:36:00,Automation,16,False
USR_301144,ACC_00172,activation_completed,2025-10-03 08:33:00,Core Platform,13,True
USR_573568,ACC_00464,invite_user,2024-08-17 21:50:00,Collaboration,3,False
USR_400858,ACC_00264,activation_completed,2024-02-13 07:23:00,Core Platform,18,True
USR_286287,ACC_01139,integration_connected,2024-07-24 14:46:00,API,2,False
USR_079868,ACC_01194,activation_completed,2025-05-08 01:00:00,Core Platform,6,True
USR_662514,ACC_00403,login,2025-12-05 14:11:00,Core Platform,3,False
USR_449489,ACC_00499,report_created,2025-02-07 19:00:00,Reporting,11,False
USR_423347,ACC_00823,api_call,2024-07-19 17:20:00,API,16,False
USR_069411,ACC_00178,feature_used,2025-06-09 10:13:00,Automation,20,False
USR_286671,ACC_00674,login,2024-07-29 13:01:00,Core Platform,16,False
USR_878723,ACC_00261,integration_connected,2025-10-13 14:44:00,API,11,False
USR_582712,ACC_00634,activation_completed,2024-04-14 10:22:00,Core Platform,21,True
USR_165479,ACC_00869,report_created,2025-10-11 10:51:00,Reporting,23,False
USR_450652,ACC_00888,login,2025-03-11 22:27:00,Core Platform,22,False
USR_222110,ACC_00140,login,2025-08-24 08:47:00,Core Platform,13,False
USR_383076,ACC_00348,login,2025-04-09 22:04:00,Core Platform,23,False
USR_912423,ACC_00425,api_call,2024-11-12 03:18:00,API,16,False
USR_975729,ACC_00871,feature_used,2025-05-14 11:26:00,Collaboration,16,False
USR_144675,ACC_00395,login,2024-05-10 21:22:00,Core Platform,3,False
USR_672610,ACC_00557,invite_user,2024-08-18 05:13:00,Collaboration,20,False
USR_302707,ACC_00274,feature_used,2025-06-09 02:51:00,Automation,11,False
USR_455615,ACC_00414,api_call,2024-01-19 15:21:00,API,4,False
USR_289573,ACC_00573,invite_user,2025-07-04 13:53:00,Collaboration,7,False
USR_797590,ACC_00253,api_call,2024-03-16 11:17:00,API,12,False
USR_527153,ACC_00133,activation_completed,2024-04-18 23:25:00,Core Platform,3,True
USR_875752,ACC_00171,invite_user,2024-03-18 09:14:00,Collaboration,23,False
USR_878280,ACC_00548,login,2025-06-25 06:52:00,Core Platform,20,False
USR_619297,ACC_00197,feature_used,2024-01-12 09:14:00,Collaboration,5,False
USR_808642,ACC_00040,activation_completed,2025-06-25 11:27:00,Core Platform,21,True
USR_164870,ACC_01001,integration_connected,2025-08-28 16:07:00,Salesforce,11,False
USR_087021,ACC_01165,feature_used,2025-01-31 17:53:00,Automation,21,False
USR_490725,ACC_00614,invite_user,2024-03-17 09:28:00,Collaboration,13,False
USR_366771,ACC_00726,integration_connected,2025-09-17 06:09:00,Salesforce,8,False
USR_354406,ACC_00200,feature_used,2024-06-16 14:51:00,Analytics,6,False
USR_546994,ACC_00091,workspace_created,2025-10-21 05:24:00,Workspace,2,False
USR_995413,ACC_00096,invite_user,2025-03-27 03:34:00,Collaboration,20,False
USR_102261,ACC_00229,invite_user,2024-05-10 02:39:00,Collaboration,14,False
USR_542553,ACC_00134,invite_user,2024-03-07 06:06:00,Collaboration,3,False
USR_009027,ACC_00884,api_call,2024-05-08 00:32:00,API,23,False
USR_740486,ACC_00925,login,2025-02-24 15:57:00,Core Platform,20,False
USR_960570,ACC_00879,feature_used,2024-03-08 06:47:00,Automation,12,False
USR_258490,ACC_00345,workspace_created,2024-11-26 01:49:00,Workspace,7,False
USR_104047,ACC_00438,workspace_created,2025-11-03 16:18:00,Workspace,17,False
USR_469135,ACC_00431,api_call,2025-12-17 21:20:00,API,15,False
USR_791927,ACC_00179,login,2024-04-30 01:48:00,Core Platform,18,False
USR_529315,ACC_00568,feature_used,2025-04-01 05:21:00,Automation,13,False
USR_147804,ACC_00644,invite_user,2025-01-26 18:25:00,Collaboration,12,False
USR_513932,ACC_00246,api_call,2024-12-12 19:08:00,API,22,False
USR_170587,ACC_00332,workspace_created,2024-03-08 10:15:00,Workspace,16,False
USR_243308,ACC_00565,login,2024-10-05 11:29:00,Core Platform,21,False
USR_028428,ACC_00117,feature_used,2025-03-08 13:17:00,Collaboration,20,False
USR_351920,ACC_00707,report_created,2025-04-24 12:31:00,Reporting,6,False
USR_275535,ACC_00416,invite_user,2024-11-05 07:29:00,Collaboration,4,False
USR_603048,ACC_00852,report_created,2025-11-04 19:29:00,Reporting,19,False
USR_530104,ACC_00902,workspace_created,2024-06-19 15:49:00,Workspace,7,False
USR_396479,ACC_00445,api_call,2025-01-31 11:44:00,API,12,False
USR_019766,ACC_00425,feature_used,2025-05-12 18:08:00,Collaboration,15,False
USR_538198,ACC_00634,invite_user,2024-05-31 05:59:00,Collaboration,5,False
USR_786848,ACC_00049,login,2024-12-09 02:02:00,Core Platform,13,False
USR_443833,ACC_00231,feature_used,2024-03-17 07:07:00,Collaboration,12,False
USR_813403,ACC_00145,feature_used,2024-12-23 21:18:00,Automation,11,False
USR_973334,ACC_00341,report_created,2025-04-23 17:21:00,Reporting,6,False
USR_659693,ACC_00716,feature_used,2025-12-08 14:07:00,Collaboration,9,False
USR_277689,ACC_00294,feature_used,2024-01-22 13:35:00,Automation,21,False
USR_499504,ACC_00627,api_call,2024-08-18 15:35:00,API,19,False
USR_019307,ACC_00831,login,2024-08-11 22:09:00,Core Platform,8,False
USR_201809,ACC_00810,login,2025-12-26 12:38:00,Core Platform,18,False
USR_450163,ACC_00638,login,2025-09-25 07:48:00,Core Platform,1,False
USR_756865,ACC_00687,workspace_created,2025-09-05 02:14:00,Workspace,6,False
USR_506260,ACC_00531,report_created,2025-09-18 02:21:00,Reporting,19,False
USR_506480,ACC_00597,login,2024-04-27 10:41:00,Core Platform,22,False
USR_399909,ACC_00955,login,2024-05-25 15:34:00,Core Platform,20,False
USR_327149,ACC_00571,activation_completed,2024-09-14 04:14:00,Core Platform,24,True
USR_723054,ACC_00423,feature_used,2025-05-08 03:50:00,Collaboration,22,False
USR_093335,ACC_01154,invite_user,2024-08-17 12:15:00,Collaboration,13,False
USR_684994,ACC_01101,api_call,2025-08-13 03:30:00,API,20,False
USR_873275,ACC_01035,login,2025-06-18 21:37:00,Core Platform,18,False
USR_767619,ACC_00985,report_created,2025-05-31 20:42:00,Reporting,3,False
USR_799282,ACC_00460,report_created,2024-07-13 11:18:00,Reporting,17,False
USR_729763,ACC_01152,login,2025-01-17 18:33:00,Core Platform,7,False
USR_750538,ACC_00785,login,2024-07-23 05:01:00,Core Platform,3,False
USR_285630,ACC_01069,workspace_created,2025-03-24 03:25:00,Workspace,3,False
USR_076214,ACC_00025,workspace_created,2025-06-22 12:07:00,Workspace,20,False
USR_323283,ACC_00129,workspace_created,2024-11-23 18:30:00,Workspace,7,False
USR_081769,ACC_00026,workspace_created,2025-07-20 08:06:00,Workspace,6,False
USR_042050,ACC_01197,report_created,2024-07-31 05:24:00,Reporting,18,False
USR_663764,ACC_00383,workspace_created,2025-06-21 22:17:00,Workspace,5,False
USR_592541,ACC_00047,api_call,2024-05-31 10:35:00,API,21,False
USR_335956,ACC_00906,login,2024-12-28 10:13:00,Core Platform,1,False
USR_727857,ACC_00950,integration_connected,2025-09-29 06:27:00,HubSpot,24,False
USR_818690,ACC_01111,api_call,2025-06-27 19:07:00,API,7,False
USR_503853,ACC_00695,feature_used,2024-12-18 05:13:00,Automation,19,False
USR_499640,ACC_00820,workspace_created,2025-03-08 11:33:00,Workspace,9,False
USR_244652,ACC_00742,workspace_created,2025-04-14 02:02:00,Workspace,8,False
USR_731309,ACC_00848,workspace_created,2025-09-18 05:39:00,Workspace,10,False
USR_195218,ACC_00621,login,2024-08-09 23:14:00,Core Platform,4,False
USR_887948,ACC_00039,report_created,2025-05-31 15:55:00,Reporting,13,False
USR_599453,ACC_00201,integration_connected,2025-11-16 05:49:00,Slack,16,False
USR_274548,ACC_01117,feature_used,2025-03-24 00:27:00,Automation,12,False
USR_454760,ACC_00059,activation_completed,2025-06-06 07:55:00,Core Platform,18,True
USR_584449,ACC_00105,invite_user,2025-03-28 19:35:00,Collaboration,10,False
USR_461079,ACC_00961,workspace_created,2025-11-13 15:41:00,Workspace,10,False
USR_570302,ACC_01137,api_call,2024-08-02 21:24:00,API,15,False
USR_340704,ACC_00537,login,2025-11-17 17:24:00,Core Platform,10,False
USR_826056,ACC_00171,api_call,2025-03-08 13:08:00,API,21,False
USR_388732,ACC_00707,api_call,2025-03-23 23:15:00,API,6,False
USR_084600,ACC_00041,feature_used,2025-12-13 05:56:00,Collaboration,2,False
USR_692840,ACC_00433,feature_used,2024-02-16 03:35:00,Collaboration,15,False
USR_833900,ACC_00677,report_created,2025-11-22 04:11:00,Reporting,12,False
USR_165550,ACC_01057,workspace_created,2025-11-21 14:26:00,Workspace,15,False
USR_738798,ACC_00137,report_created,2024-03-29 17:18:00,Reporting,1,False
USR_421500,ACC_00729,invite_user,2025-04-10 16:57:00,Collaboration,23,False
USR_509272,ACC_00035,feature_used,2024-10-14 05:08:00,Collaboration,12,False
USR_176372,ACC_00559,login,2024-06-10 17:13:00,Core Platform,8,False
USR_440362,ACC_00802,report_created,2024-06-15 12:15:00,Reporting,2,False
USR_576762,ACC_00044,integration_connected,2024-01-01 23:53:00,Slack,4,False
USR_720541,ACC_00886,report_created,2025-07-18 20:42:00,Reporting,7,False
USR_847787,ACC_01183,login,2024-07-23 03:10:00,Core Platform,14,False
USR_646332,ACC_00352,integration_connected,2025-02-13 18:20:00,HubSpot,8,False
USR_950269,ACC_00909,login,2024-10-29 02:25:00,Core Platform,15,False
USR_515129,ACC_00641,feature_used,2025-10-10 00:21:00,Automation,10,False
USR_020827,ACC_01102,feature_used,2024-04-12 04:24:00,Analytics,21,False
USR_912301,ACC_00704,invite_user,2024-04-03 16:53:00,Collaboration,24,False
USR_104562,ACC_00964,invite_user,2025-06-15 21:18:00,Collaboration,21,False
USR_797019,ACC_00194,api_call,2025-03-30 00:17:00,API,18,False
USR_836435,ACC_00307,invite_user,2025-02-20 23:22:00,Collaboration,22,False
USR_357625,ACC_00529,login,2024-12-20 07:46:00,Core Platform,21,False
USR_244538,ACC_01085,api_call,2025-01-26 06:38:00,API,5,False
USR_095434,ACC_00765,api_call,2025-03-04 08:59:00,API,22,False
USR_297379,ACC_00255,api_call,2025-11-13 00:58:00,API,17,False
USR_659287,ACC_01063,api_call,2025-08-19 11:19:00,API,7,False
USR_865791,ACC_00743,login,2025-10-27 17:02:00,Core Platform,22,False
USR_095697,ACC_00503,workspace_created,2025-09-09 15:42:00,Workspace,2,False
USR_888761,ACC_00462,api_call,2024-06-12 16:54:00,API,4,False
USR_001175,ACC_00840,login,2024-01-01 23:47:00,Core Platform,6,False
USR_721725,ACC_01058,login,2025-02-05 12:38:00,Core Platform,6,False
USR_415249,ACC_00603,activation_completed,2025-09-16 04:14:00,Core Platform,23,True
USR_266606,ACC_01013,activation_completed,2024-10-31 06:51:00,Core Platform,9,True
USR_317111,ACC_00849,feature_used,2025-12-17 16:06:00,Analytics,18,False
USR_663755,ACC_00089,login,2024-07-05 15:45:00,Core Platform,2,False
USR_507619,ACC_00947,feature_used,2025-07-14 04:21:00,Automation,15,False
USR_488530,ACC_00673,login,2024-03-25 16:55:00,Core Platform,8,False
USR_900399,ACC_00637,login,2024-05-23 07:58:00,Core Platform,24,False
USR_804043,ACC_00736,login,2025-10-26 02:42:00,Core Platform,23,False
USR_776449,ACC_00074,invite_user,2024-08-04 19:32:00,Collaboration,11,False
USR_326973,ACC_01089,feature_used,2025-11-23 07:22:00,Automation,18,False
USR_075183,ACC_01051,login,2024-03-13 01:43:00,Core Platform,20,False
USR_346010,ACC_01199,integration_connected,2025-10-21 22:58:00,Slack,3,False
USR_498486,ACC_00722,login,2025-12-24 00:28:00,Core Platform,13,False
USR_712514,ACC_00288,invite_user,2025-12-24 05:04:00,Collaboration,21,False
USR_121394,ACC_00721,login,2024-10-29 08:38:00,Core Platform,21,False
USR_362432,ACC_00339,login,2024-11-28 13:17:00,Core Platform,14,False
USR_869660,ACC_00612,feature_used,2025-10-21 10:33:00,Collaboration,21,False
USR_514859,ACC_00962,login,2024-04-13 07:17:00,Core Platform,3,False
USR_324656,ACC_00209,login,2025-07-16 09:53:00,Core Platform,3,False
USR_704586,ACC_00546,invite_user,2024-03-08 19:00:00,Collaboration,21,False
USR_797664,ACC_00584,invite_user,2024-09-16 14:04:00,Collaboration,11,False
USR_437752,ACC_01116,invite_user,2025-07-26 10:50:00,Collaboration,12,False
USR_220299,ACC_00645,integration_connected,2024-07-08 17:38:00,API,9,False
USR_639615,ACC_00410,login,2024-03-04 11:37:00,Core Platform,24,False
