customer_id,invoice_id,contract_id,billing_date,billing_amount,payment_status,currency
ACC_00562,INV_0000069,CON_000018,2025-09-20,3048.31,Paid,USD
ACC_00562,INV_0000070,CON_000018,2025-10-20,3048.31,Paid,EUR
ACC_00562,INV_0000071,CON_000018,2025-11-20,3048.31,Paid,USD
ACC_00562,INV_0000072,CON_000018,2025-12-20,3048.31,Paid,USD
ACC_00562,INV_0000073,CON_000018,2026-01-20,3048.31,Paid,EUR
ACC_00514,INV_0000074,CON_000019,2024-11-23,7983.35,Paid,GBP
ACC_00560,INV_0000075,CON_000020,2024-09-16,1679.49,Paid,USD
ACC_00560,INV_0000076,CON_000020,2024-10-16,1679.49,Paid,EUR
ACC_00560,INV_0000077,CON_000020,2024-11-16,1679.49,Paid,USD
ACC_00560,INV_0000078,CON_000020,2024-12-16,1679.49,Paid,USD
ACC_00560,INV_0000079,CON_000020,2025-01-16,1679.49,Paid,USD
ACC_00560,INV_0000080,CON_000020,2025-02-16,1679.49,Paid,USD
ACC_00560,INV_0000081,CON_000020,2025-03-16,1679.49,Paid,GBP
ACC_00560,INV_0000082,CON_000020,2025-04-16,1679.49,Pending,USD
ACC_00560,INV_0000083,CON_000020,2025-05-16,1679.49,Paid,USD
ACC_00560,INV_0000084,CON_000020,2025-06-16,1679.49,Paid,USD
ACC_00560,INV_0000085,CON_000020,2025-07-16,1679.49,Paid,USD
ACC_00560,INV_0000086,CON_000020,2025-08-16,1679.49,Paid,GBP
ACC_00066,INV_0000087,CON_000021,2024-09-20,46463.53,Paid,GBP
ACC_00419,INV_0000088,CON_000023,2024-07-03,2531.93,Paid,USD
ACC_00394,INV_0000089,CON_000024,2024-06-11,616.21,Paid,USD
ACC_00394,INV_0000090,CON_000024,2024-07-11,616.21,Paid,EUR
ACC_00394,INV_0000091,CON_000024,2024-08-11,616.21,Paid,USD
ACC_00394,INV_0000092,CON_000024,2024-09-11,616.21,Paid,EUR
ACC_00394,INV_0000093,CON_000024,2024-10-11,616.21,Paid,GBP
ACC_00394,INV_0000094,CON_000024,2024-11-11,616.21,Paid,GBP
ACC_00394,INV_0000095,CON_000024,2024-12-11,616.21,Paid,GBP
ACC_00394,INV_0000096,CON_000024,2025-01-11,616.21,Paid,USD
ACC_00394,INV_0000097,CON_000024,2025-02-11,616.21,Pending,USD
ACC_00394,INV_0000098,CON_000024,2025-03-11,616.21,Paid,USD
ACC_00394,INV_0000099,CON_000024,2025-04-11,616.21,Paid,EUR
ACC_00394,INV_0000100,CON_000024,2025-05-11,616.21,Paid,USD
ACC_00128,INV_0000101,CON_000025,2025-09-10,608.93,Paid,USD
ACC_00128,INV_0000102,CON_000025,2025-10-10,608.93,Paid,USD
ACC_00128,INV_0000103,CON_000025,2025-11-10,608.93,Paid,USD
ACC_00128,INV_0000104,CON_000025,2025-12-10,608.93,Paid,USD
ACC_00128,INV_0000105,CON_000025,2026-01-10,608.93,Paid,USD
ACC_01196,INV_0000106,CON_000026,2025-04-28,24355.06,Paid,USD
ACC_00438,INV_0000107,CON_000027,2024-10-16,12101.83,Pending,EUR
ACC_00438,INV_0000108,CON_000027,2024-11-16,12101.83,Paid,EUR
ACC_00438,INV_0000109,CON_000027,2024-12-16,12101.83,Paid,USD
ACC_00438,INV_0000110,CON_000027,2025-01-16,12101.83,Pending,USD
ACC_00438,INV_0000111,CON_000027,2025-02-16,12101.83,Paid,USD
ACC_00438,INV_0000112,CON_000027,2025-03-16,12101.83,Paid,GBP
ACC_01162,INV_0000113,CON_000028,2025-04-08,794.01,Paid,EUR
ACC_01162,INV_0000114,CON_000028,2025-05-08,794.01,Paid,USD
ACC_01162,INV_0000115,CON_000028,2025-06-08,794.01,Paid,EUR
ACC_01162,INV_0000116,CON_000028,2025-07-08,794.01,Paid,USD
ACC_01162,INV_0000117,CON_000028,2025-08-08,794.01,Paid,USD
ACC_01162,INV_0000118,CON_000028,2025-09-08,794.01,Paid,EUR
ACC_01162,INV_0000119,CON_000028,2025-10-08,794.01,Paid,USD
ACC_01162,INV_0000120,CON_000028,2025-11-08,794.01,Paid,GBP
ACC_01162,INV_0000121,CON_000028,2025-12-08,794.01,Paid,USD
ACC_01162,INV_0000122,CON_000028,2026-01-08,794.01,Pending,EUR
ACC_00505,INV_0000123,CON_000029,2024-06-08,29656.82,Paid,USD
ACC_00958,INV_0000124,CON_000030,2025-03-20,8762.07,Paid,USD
ACC_00751,INV_0000125,CON_000031,2024-07-07,201.35,Paid,USD
ACC_00751,INV_0000126,CON_000031,2024-08-07,201.35,Paid,GBP
ACC_00751,INV_0000127,CON_000031,2024-09-07,201.35,Paid,USD
ACC_00751,INV_0000128,CON_000031,2024-10-07,201.35,Paid,USD
ACC_00751,INV_0000129,CON_000031,2024-11-07,201.35,Paid,USD
ACC_00751,INV_0000130,CON_000031,2024-12-07,201.35,Paid,EUR
ACC_00751,INV_0000131,CON_000031,2025-01-07,201.35,Paid,USD
ACC_00751,INV_0000132,CON_000031,2025-02-07,201.35,Paid,USD
ACC_00751,INV_0000133,CON_000031,2025-03-07,201.35,Paid,USD
ACC_00751,INV_0000134,CON_000031,2025-04-07,201.35,Paid,USD
ACC_00751,INV_0000135,CON_000031,2025-05-07,201.35,Paid,USD
ACC_00751,INV_0000136,CON_000031,2025-06-07,201.35,Pending,EUR
ACC_00247,INV_0000137,CON_000032,2025-02-15,2254.32,Paid,USD
ACC_00415,INV_0000138,CON_000033,2025-11-23,5143.11,Paid,GBP
ACC_00256,INV_0000139,CON_000034,2025-06-30,13574.25,Paid,GBP
ACC_00594,INV_0000140,CON_000035,2025-05-04,4473.5,Failed,EUR
ACC_00922,INV_0000141,CON_000036,2024-08-06,110030.19,Paid,USD
ACC_00820,INV_0000142,CON_000037,2025-01-24,14361.25,Paid,EUR
ACC_01193,INV_0000143,CON_000038,2025-11-04,99850.48,Paid,USD
ACC_00086,INV_0000144,CON_000039,2024-06-22,3225.99,Paid,USD
ACC_01113,INV_0000145,CON_000040,2024-08-27,17772.53,Paid,USD
ACC_00031,INV_0000146,CON_000041,2025-10-29,4005.77,Paid,USD
ACC_00031,INV_0000147,CON_000041,2025-11-29,4005.77,Paid,USD
ACC_00031,INV_0000148,CON_000041,2025-12-29,4005.77,Paid,GBP
ACC_00031,INV_0000149,CON_000041,2026-01-29,4005.77,Paid,USD
ACC_00653,INV_0000150,CON_000042,2025-08-04,9994.3,Paid,USD
ACC_00935,INV_0000151,CON_000043,2025-05-05,14328.87,Paid,GBP
ACC_00533,INV_0000152,CON_000044,2025-10-15,10093.24,Paid,USD
ACC_00328,INV_0000153,CON_000045,2025-05-14,11248.68,Paid,GBP
ACC_00940,INV_0000154,CON_000046,2025-04-07,638.8,Paid,USD
ACC_00940,INV_0000155,CON_000046,2025-05-07,638.8,Pending,USD
ACC_00940,INV_0000156,CON_000046,2025-06-07,638.8,Paid,EUR
ACC_00940,INV_0000157,CON_000046,2025-07-07,638.8,Paid,USD
ACC_00940,INV_0000158,CON_000046,2025-08-07,638.8,Pending,USD
ACC_00940,INV_0000159,CON_000046,2025-09-07,638.8,Paid,USD
ACC_00940,INV_0000160,CON_000046,2025-10-07,638.8,Paid,EUR
ACC_00940,INV_0000161,CON_000046,2025-11-07,638.8,Paid,USD
ACC_00940,INV_0000162,CON_000046,2025-12-07,638.8,Paid,EUR
ACC_00940,INV_0000163,CON_000046,2026-01-07,638.8,Paid,USD
ACC_00310,INV_0000164,CON_000047,2025-06-07,11037.22,Paid,EUR
ACC_01010,INV_0000165,CON_000048,2025-02-14,7099.68,Paid,EUR
ACC_00132,INV_0000166,CON_000049,2024-04-14,29175.22,Paid,USD
ACC_00410,INV_0000167,CON_000050,2024-04-23,3528.21,Paid,GBP
ACC_00410,INV_0000168,CON_000050,2024-05-23,3528.21,Paid,USD
ACC_00410,INV_0000169,CON_000050,2024-06-23,3528.21,Paid,USD
ACC_00410,INV_0000170,CON_000050,2024-07-23,3528.21,Paid,EUR
ACC_00410,INV_0000171,CON_000050,2024-08-23,3528.21,Paid,EUR
ACC_00410,INV_0000172,CON_000050,2024-09-23,3528.21,Paid,USD
ACC_00410,INV_0000173,CON_000050,2024-10-23,3528.21,Paid,USD
ACC_00410,INV_0000174,CON_000050,2024-11-23,3528.21,Paid,GBP
ACC_00410,INV_0000175,CON_000050,2024-12-23,3528.21,Paid,USD
ACC_00410,INV_0000176,CON_000050,2025-01-23,3528.21,Paid,USD
ACC_00410,INV_0000177,CON_000050,2025-02-23,3528.21,Paid,EUR
ACC_00410,INV_0000178,CON_000050,2025-03-23,3528.21,Paid,USD
ACC_00776,INV_0000179,CON_000051,2024-08-29,5947.74,Paid,GBP
ACC_00776,INV_0000180,CON_000051,2024-09-29,5947.74,Paid,USD
ACC_00776,INV_0000181,CON_000051,2024-10-29,5947.74,Paid,GBP
ACC_00776,INV_0000182,CON_000051,2024-11-29,5947.74,Paid,GBP
ACC_00776,INV_0000183,CON_000051,2024-12-29,5947.74,Paid,USD
ACC_00776,INV_0000184,CON_000051,2025-01-29,5947.74,Paid,USD
ACC_00776,INV_0000185,CON_000051,2025-02-28,5947.74,Paid,USD
ACC_00776,INV_0000186,CON_000051,2025-03-29,5947.74,Paid,EUR
ACC_00776,INV_0000187,CON_000051,2025-04-29,5947.74,Paid,USD
ACC_00776,INV_0000188,CON_000051,2025-05-29,5947.74,Pending,USD
ACC_00776,INV_0000189,CON_000051,2025-06-29,5947.74,Paid,GBP
ACC_00776,INV_0000190,CON_000051,2025-07-29,5947.74,Paid,GBP
ACC_00245,INV_0000191,CON_000052,2025-06-04,1427.18,Paid,GBP
ACC_00245,INV_0000192,CON_000052,2025-07-04,1427.18,Failed,USD
ACC_00245,INV_0000193,CON_000052,2025-08-04,1427.18,Paid,EUR
ACC_00245,INV_0000194,CON_000052,2025-09-04,1427.18,Paid,USD
ACC_00245,INV_0000195,CON_000052,2025-10-04,1427.18,Paid,USD
ACC_00245,INV_0000196,CON_000052,2025-11-04,1427.18,Paid,USD
ACC_00708,INV_0000197,CON_000053,2025-12-23,35202.25,Pending,EUR
ACC_01049,INV_0000198,CON_000054,2024-07-16,4623.8,Pending,USD
ACC_00393,INV_0000199,CON_000055,2025-08-04,1434.02,Paid,USD
ACC_00393,INV_0000200,CON_000055,2025-09-04,1434.02,Paid,USD
ACC_00393,INV_0000201,CON_000055,2025-10-04,1434.02,Paid,USD
ACC_00393,INV_0000202,CON_000055,2025-11-04,1434.02,Paid,EUR
ACC_00393,INV_0000203,CON_000055,2025-12-04,1434.02,Paid,USD
ACC_00393,INV_0000204,CON_000055,2026-01-04,1434.02,Paid,EUR
ACC_00836,INV_0000205,CON_000056,2024-09-14,634.88,Paid,GBP
ACC_00836,INV_0000206,CON_000056,2024-10-14,634.88,Failed,EUR
ACC_00836,INV_0000207,CON_000056,2024-11-14,634.88,Paid,USD
ACC_00836,INV_0000208,CON_000056,2024-12-14,634.88,Pending,GBP
ACC_00836,INV_0000209,CON_000056,2025-01-14,634.88,Paid,EUR
ACC_00836,INV_0000210,CON_000056,2025-02-14,634.88,Paid,USD
ACC_00836,INV_0000211,CON_000056,2025-03-14,634.88,Paid,GBP
ACC_00836,INV_0000212,CON_000056,2025-04-14,634.88,Paid,USD
ACC_00836,INV_0000213,CON_000056,2025-05-14,634.88,Paid,EUR
ACC_00836,INV_0000214,CON_000056,2025-06-14,634.88,Paid,USD
ACC_00836,INV_0000215,CON_000056,2025-07-14,634.88,Paid,GBP
ACC_00836,INV_0000216,CON_000056,2025-08-14,634.88,Paid,GBP
ACC_00484,INV_0000217,CON_000057,2025-01-03,15866.69,Paid,USD
ACC_00300,INV_0000218,CON_000058,2025-06-06,44910.85,Pending,USD
ACC_00812,INV_0000219,CON_000059,2025-02-14,331.92,Paid,GBP
ACC_00812,INV_0000220,CON_000059,2025-03-14,331.92,Paid,GBP
ACC_00812,INV_0000221,CON_000059,2025-04-14,331.92,Paid,USD
ACC_00812,INV_0000222,CON_000059,2025-05-14,331.92,Paid,USD
ACC_00812,INV_0000223,CON_000059,2025-06-14,331.92,Pending,EUR
ACC_00812,INV_0000224,CON_000059,2025-07-14,331.92,Paid,EUR
ACC_00812,INV_0000225,CON_000059,2025-08-14,331.92,Paid,EUR
ACC_00812,INV_0000226,CON_000059,2025-09-14,331.92,Paid,GBP
ACC_00812,INV_0000227,CON_000059,2025-10-14,331.92,Pending,EUR
ACC_00812,INV_0000228,CON_000059,2025-11-14,331.92,Paid,EUR
ACC_00812,INV_0000229,CON_000059,2025-12-14,331.92,Paid,USD
ACC_00812,INV_0000230,CON_000059,2026-01-14,331.92,Pending,EUR
ACC_00653,INV_0000231,CON_000060,2025-01-14,10899.12,Paid,GBP
ACC_00182,INV_0000232,CON_000061,2026-01-10,37083.74,Failed,GBP
ACC_00858,INV_0000233,CON_000062,2024-07-27,696.29,Paid,USD
ACC_00858,INV_0000234,CON_000062,2024-08-27,696.29,Paid,USD
ACC_00858,INV_0000235,CON_000062,2024-09-27,696.29,Paid,GBP
ACC_00858,INV_0000236,CON_000062,2024-10-27,696.29,Paid,EUR
ACC_00858,INV_0000237,CON_000062,2024-11-27,696.29,Paid,USD
ACC_00858,INV_0000238,CON_000062,2024-12-27,696.29,Paid,USD
ACC_00858,INV_0000239,CON_000062,2025-01-27,696.29,Paid,EUR
ACC_00858,INV_0000240,CON_000062,2025-02-27,696.29,Paid,USD
ACC_00858,INV_0000241,CON_000062,2025-03-27,696.29,Paid,USD
ACC_00858,INV_0000242,CON_000062,2025-04-27,696.29,Paid,USD
ACC_00858,INV_0000243,CON_000062,2025-05-27,696.29,Paid,USD
ACC_00858,INV_0000244,CON_000062,2025-06-27,696.29,Paid,USD
ACC_00696,INV_0000245,CON_000063,2024-09-02,1670.6,Paid,GBP
ACC_00696,INV_0000246,CON_000063,2024-10-02,1670.6,Paid,USD
ACC_00696,INV_0000247,CON_000063,2024-11-02,1670.6,Paid,GBP
ACC_00696,INV_0000248,CON_000063,2024-12-02,1670.6,Paid,USD
ACC_00696,INV_0000249,CON_000063,2025-01-02,1670.6,Paid,USD
ACC_00696,INV_0000250,CON_000063,2025-02-02,1670.6,Paid,USD
ACC_00696,INV_0000251,CON_000063,2025-03-02,1670.6,Paid,USD
ACC_00696,INV_0000252,CON_000063,2025-04-02,1670.6,Pending,USD
ACC_00696,INV_0000253,CON_000063,2025-05-02,1670.6,Paid,USD
ACC_00696,INV_0000254,CON_000063,2025-06-02,1670.6,Paid,GBP
ACC_00696,INV_0000255,CON_000063,2025-07-02,1670.6,Paid,USD
ACC_00696,INV_0000256,CON_000063,2025-08-02,1670.6,Paid,EUR
ACC_00645,INV_0000257,CON_000064,2025-07-06,40556.07,Failed,USD
ACC_01137,INV_0000258,CON_000065,2025-03-14,501.94,Paid,USD
ACC_01137,INV_0000259,CON_000065,2025-04-14,501.94,Paid,EUR
ACC_01137,INV_0000260,CON_000065,2025-05-14,501.94,Paid,EUR
ACC_01137,INV_0000261,CON_000065,2025-06-14,501.94,Paid,USD
ACC_01137,INV_0000262,CON_000065,2025-07-14,501.94,Paid,GBP
ACC_01137,INV_0000263,CON_000065,2025-08-14,501.94,Paid,USD
ACC_01137,INV_0000264,CON_000065,2025-09-14,501.94,Paid,USD
ACC_01137,INV_0000265,CON_000065,2025-10-14,501.94,Paid,USD
ACC_01137,INV_0000266,CON_000065,2025-11-14,501.94,Pending,EUR
ACC_01137,INV_0000267,CON_000065,2025-12-14,501.94,Paid,USD
ACC_01137,INV_0000268,CON_000065,2026-01-14,501.94,Paid,USD
ACC_00419,INV_0000269,CON_000066,2025-10-15,3703.34,Paid,GBP
ACC_00635,INV_0000270,CON_000067,2024-05-27,81812.46,Paid,USD
ACC_00162,INV_0000271,CON_000068,2025-01-02,128721.96,Paid,USD
ACC_00434,INV_0000272,CON_000069,2025-07-21,80096.79,Pending,USD
ACC_01066,INV_0000273,CON_000070,2025-10-09,45162.43,Pending,EUR
ACC_00004,INV_0000274,CON_000071,2025-02-14,1222.71,Paid,USD
ACC_00004,INV_0000275,CON_000071,2025-03-14,1222.71,Paid,USD
ACC_00004,INV_0000276,CON_000071,2025-04-14,1222.71,Paid,USD
ACC_00004,INV_0000277,CON_000071,2025-05-14,1222.71,Paid,USD
ACC_00004,INV_0000278,CON_000071,2025-06-14,1222.71,Paid,USD
ACC_00004,INV_0000279,CON_000071,2025-07-14,1222.71,Paid,EUR
ACC_00004,INV_0000280,CON_000071,2025-08-14,1222.71,Paid,USD
ACC_00004,INV_0000281,CON_000071,2025-09-14,1222.71,Failed,USD
ACC_00004,INV_0000282,CON_000071,2025-10-14,1222.71,Paid,USD
ACC_00004,INV_0000283,CON_000071,2025-11-14,1222.71,Paid,USD
ACC_00004,INV_0000284,CON_000071,2025-12-14,1222.71,Paid,GBP
ACC_00004,INV_0000285,CON_000071,2026-01-14,1222.71,Paid,EUR
ACC_00770,INV_0000286,CON_000072,2024-02-28,639.57,Paid,EUR
ACC_00770,INV_0000287,CON_000072,2024-03-28,639.57,Paid,USD
ACC_00770,INV_0000288,CON_000072,2024-04-28,639.57,Paid,GBP
ACC_00770,INV_0000289,CON_000072,2024-05-28,639.57,Paid,GBP
ACC_00770,INV_0000290,CON_000072,2024-06-28,639.57,Paid,GBP
ACC_00770,INV_0000291,CON_000072,2024-07-28,639.57,Paid,USD
ACC_00770,INV_0000292,CON_000072,2024-08-28,639.57,Paid,USD
ACC_00770,INV_0000293,CON_000072,2024-09-28,639.57,Paid,USD
ACC_00770,INV_0000294,CON_000072,2024-10-28,639.57,Paid,USD
ACC_00770,INV_0000295,CON_000072,2024-11-28,639.57,Failed,GBP
ACC_00770,INV_0000296,CON_000072,2024-12-28,639.57,Paid,USD
ACC_00770,INV_0000297,CON_000072,2025-01-28,639.57,Paid,USD
ACC_00113,INV_0000298,CON_000073,2025-12-09,369.86,Paid,GBP
ACC_00113,INV_0000299,CON_000073,2026-01-09,369.86,Paid,GBP
ACC_00973,INV_0000300,CON_000074,2025-04-12,764.18,Paid,GBP
ACC_00973,INV_0000301,CON_000074,2025-05-12,764.18,Paid,USD
ACC_00973,INV_0000302,CON_000074,2025-06-12,764.18,Paid,USD
ACC_00973,INV_0000303,CON_000074,2025-07-12,764.18,Paid,USD
ACC_00973,INV_0000304,CON_000074,2025-08-12,764.18,Paid,GBP
ACC_00973,INV_0000305,CON_000074,2025-09-12,764.18,Paid,GBP
ACC_00973,INV_0000306,CON_000074,2025-10-12,764.18,Paid,EUR
ACC_00973,INV_0000307,CON_000074,2025-11-12,764.18,Paid,EUR
ACC_00973,INV_0000308,CON_000074,2025-12-12,764.18,Paid,USD
ACC_00973,INV_0000309,CON_000074,2026-01-12,764.18,Paid,USD
ACC_01056,INV_0000310,CON_000075,2025-10-30,4678.86,Paid,USD
ACC_01056,INV_0000311,CON_000075,2025-11-30,4678.86,Paid,USD
ACC_01056,INV_0000312,CON_000075,2025-12-30,4678.86,Paid,EUR
ACC_01056,INV_0000313,CON_000075,2026-01-30,4678.86,Paid,EUR
ACC_00640,INV_0000314,CON_000076,2025-11-02,7721.91,Paid,USD
ACC_00640,INV_0000315,CON_000076,2025-12-02,7721.91,Paid,USD
ACC_00640,INV_0000316,CON_000076,2026-01-02,7721.91,Paid,USD
ACC_00446,INV_0000317,CON_000077,2024-09-22,6991.65,Paid,USD
ACC_00446,INV_0000318,CON_000077,2024-10-22,6991.65,Paid,USD
ACC_00446,INV_0000319,CON_000077,2024-11-22,6991.65,Paid,USD
ACC_00446,INV_0000320,CON_000077,2024-12-22,6991.65,Paid,USD
ACC_00446,INV_0000321,CON_000077,2025-01-22,6991.65,Paid,GBP
ACC_00446,INV_0000322,CON_000077,2025-02-22,6991.65,Paid,GBP
ACC_00446,INV_0000323,CON_000077,2025-03-22,6991.65,Paid,GBP
ACC_00446,INV_0000324,CON_000077,2025-04-22,6991.65,Paid,GBP
ACC_00446,INV_0000325,CON_000077,2025-05-22,6991.65,Paid,EUR
ACC_00446,INV_0000326,CON_000077,2025-06-22,6991.65,Paid,USD
ACC_00446,INV_0000327,CON_000077,2025-07-22,6991.65,Paid,EUR
ACC_00446,INV_0000328,CON_000077,2025-08-22,6991.65,Paid,USD
ACC_00937,INV_0000329,CON_000078,2024-02-12,392327.98,Pending,GBP
ACC_01121,INV_0000330,CON_000079,2024-10-14,473.21,Paid,USD
ACC_01121,INV_0000331,CON_000079,2024-11-14,473.21,Paid,GBP
ACC_01121,INV_0000332,CON_000079,2024-12-14,473.21,Paid,EUR
ACC_01121,INV_0000333,CON_000079,2025-01-14,473.21,Paid,USD
ACC_01121,INV_0000334,CON_000079,2025-02-14,473.21,Paid,USD
ACC_01121,INV_0000335,CON_000079,2025-03-14,473.21,Paid,USD
ACC_01121,INV_0000336,CON_000079,2025-04-14,473.21,Paid,GBP
ACC_01121,INV_0000337,CON_000079,2025-05-14,473.21,Paid,USD
ACC_01121,INV_0000338,CON_000079,2025-06-14,473.21,Paid,USD
ACC_01121,INV_0000339,CON_000079,2025-07-14,473.21,Paid,EUR
ACC_01121,INV_0000340,CON_000079,2025-08-14,473.21,Paid,USD
ACC_01121,INV_0000341,CON_000079,2025-09-14,473.21,Paid,GBP
ACC_00916,INV_0000342,CON_000080,2024-04-25,14837.2,Paid,USD
ACC_00636,INV_0000343,CON_000081,2025-12-17,1107.45,Paid,GBP
ACC_00636,INV_0000344,CON_000081,2026-01-17,1107.45,Paid,USD
ACC_00233,INV_0000345,CON_000082,2025-03-08,122557.68,Pending,USD
ACC_00007,INV_0000346,CON_000083,2024-02-22,125055.74,Paid,USD
ACC_00006,INV_0000347,CON_000084,2025-05-19,112337.9,Paid,USD
ACC_00133,INV_0000348,CON_000085,2024-10-01,10978.63,Paid,USD
ACC_00654,INV_0000349,CON_000086,2025-08-09,29003.66,Pending,EUR
ACC_00084,INV_0000350,CON_000087,2025-05-18,2031.25,Pending,EUR
ACC_00084,INV_0000351,CON_000087,2025-06-18,2031.25,Paid,EUR
ACC_00084,INV_0000352,CON_000087,2025-07-18,2031.25,Paid,USD
ACC_00084,INV_0000353,CON_000087,2025-08-18,2031.25,Paid,EUR
ACC_00084,INV_0000354,CON_000087,2025-09-18,2031.25,Paid,USD
ACC_00084,INV_0000355,CON_000087,2025-10-18,2031.25,Paid,USD
ACC_00084,INV_0000356,CON_000087,2025-11-18,2031.25,Paid,EUR
ACC_00084,INV_0000357,CON_000087,2025-12-18,2031.25,Paid,USD
