date,channel,campaign_id,campaign_name,ad_group_id,ad_group_name,creative_id,persona_segment,impressions,clicks,spend_usd,landing_page_views,trial_signups,data_origin
2026-02-09,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,988,46,19.83,41,2,SYNTHETIC
2026-02-10,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1225,56,19.83,50,2,SYNTHETIC
2026-02-11,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,938,49,19.83,43,2,SYNTHETIC
2026-02-12,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1062,42,19.83,37,1,SYNTHETIC
2026-02-13,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1054,50,19.84,44,2,SYNTHETIC
2026-02-14,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1083,58,19.83,52,2,SYNTHETIC
2026-02-15,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1383,75,19.83,66,3,SYNTHETIC
2026-02-16,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,885,39,19.83,35,1,SYNTHETIC
2026-02-17,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1026,47,19.83,41,2,SYNTHETIC
2026-02-18,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1017,50,19.83,42,1,SYNTHETIC
2026-02-19,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1211,60,19.83,54,3,SYNTHETIC
2026-02-20,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1017,51,19.83,46,2,SYNTHETIC
2026-02-21,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,972,50,19.83,43,2,SYNTHETIC
2026-02-22,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1271,65,19.83,58,2,SYNTHETIC
2026-02-23,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1059,53,19.83,47,2,SYNTHETIC
2026-02-24,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1064,57,19.83,50,2,SYNTHETIC
2026-02-25,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,931,44,19.82,37,0,SYNTHETIC
2026-02-26,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1365,67,19.83,59,2,SYNTHETIC
2026-02-27,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1336,65,19.83,56,2,SYNTHETIC
2026-02-28,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,925,44,19.84,39,1,SYNTHETIC
2026-03-01,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1082,44,19.82,38,1,SYNTHETIC
2026-03-02,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1082,56,19.84,48,3,SYNTHETIC
2026-03-03,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1098,57,19.84,51,2,SYNTHETIC
2026-03-04,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1179,52,19.84,45,2,SYNTHETIC
2026-03-05,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1259,63,19.83,56,3,SYNTHETIC
2026-03-06,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,926,54,19.82,46,1,SYNTHETIC
2026-03-07,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,922,49,19.83,44,2,SYNTHETIC
2026-03-08,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,955,46,19.82,41,2,SYNTHETIC
2026-03-09,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1128,47,19.83,41,2,SYNTHETIC
2026-03-10,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,876,40,19.82,34,1,SYNTHETIC
2026-03-11,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1105,55,19.83,48,2,SYNTHETIC
2026-03-12,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1187,48,19.83,43,2,SYNTHETIC
2026-03-13,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1505,62,19.83,55,3,SYNTHETIC
2026-03-14,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,874,38,19.82,33,1,SYNTHETIC
2026-03-15,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1623,78,19.83,71,5,SYNTHETIC
2026-03-16,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1042,40,19.84,34,1,SYNTHETIC
2026-03-17,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,2003,105,19.84,89,4,SYNTHETIC
2026-03-18,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,895,45,19.83,40,2,SYNTHETIC
2026-03-19,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,880,48,19.83,41,1,SYNTHETIC
2026-03-20,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1155,67,19.84,61,4,SYNTHETIC
2026-03-21,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1360,60,19.83,51,2,SYNTHETIC
2026-03-22,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1248,65,19.83,57,2,SYNTHETIC
2026-03-23,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1115,49,19.83,42,1,SYNTHETIC
2026-03-24,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1089,59,19.82,53,3,SYNTHETIC
2026-03-25,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1006,43,19.83,39,1,SYNTHETIC
2026-03-26,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1288,72,19.83,64,3,SYNTHETIC
2026-03-27,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1161,53,19.83,48,2,SYNTHETIC
2026-03-28,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1168,59,19.84,52,2,SYNTHETIC
2026-03-29,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_001,SCRAPPY_INDEPENDENT,1234,50,19.83,43,2,SYNTHETIC
2026-01-05,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1044,31,19.83,28,0,SYNTHETIC
2026-01-06,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1096,26,19.84,22,1,SYNTHETIC
2026-01-07,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1343,30,19.83,26,1,SYNTHETIC
2026-01-08,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1418,17,19.84,15,0,SYNTHETIC
2026-01-09,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1277,29,19.84,26,1,SYNTHETIC
2026-01-10,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1100,30,19.83,26,1,SYNTHETIC
2026-01-11,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1639,32,19.83,28,1,SYNTHETIC
2026-01-12,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1119,24,19.84,20,1,SYNTHETIC
2026-01-13,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1042,21,19.84,19,0,SYNTHETIC
2026-01-14,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1860,38,19.84,33,1,SYNTHETIC
2026-01-15,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1463,26,19.83,23,1,SYNTHETIC
2026-01-16,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1077,24,19.83,20,0,SYNTHETIC
2026-01-17,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,835,16,19.82,14,0,SYNTHETIC
2026-01-18,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1219,20,19.83,17,1,SYNTHETIC
2026-01-19,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1240,13,19.84,11,0,SYNTHETIC
2026-01-20,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1067,22,19.84,20,0,SYNTHETIC
2026-01-21,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1195,23,19.84,20,1,SYNTHETIC
2026-01-22,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,959,21,19.84,18,0,SYNTHETIC
2026-01-23,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1376,23,19.84,20,0,SYNTHETIC
2026-01-24,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1112,25,19.83,21,0,SYNTHETIC
2026-01-25,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1125,26,19.82,23,0,SYNTHETIC
2026-01-26,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1173,30,19.83,26,1,SYNTHETIC
2026-01-27,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1007,19,19.82,16,0,SYNTHETIC
2026-01-28,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1536,45,19.83,39,2,SYNTHETIC
2026-01-29,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1230,33,19.83,28,1,SYNTHETIC
2026-01-30,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1020,29,19.83,25,1,SYNTHETIC
2026-01-31,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,985,22,19.84,19,1,SYNTHETIC
2026-02-01,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,965,20,19.84,17,0,SYNTHETIC
2026-02-02,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1083,25,19.83,22,0,SYNTHETIC
2026-02-03,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1034,26,19.82,22,1,SYNTHETIC
2026-02-04,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,892,19,19.83,16,0,SYNTHETIC
2026-02-05,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1007,26,19.84,23,0,SYNTHETIC
2026-02-06,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1196,16,19.82,14,0,SYNTHETIC
2026-02-07,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1040,31,19.84,27,1,SYNTHETIC
2026-02-08,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,945,17,19.82,14,0,SYNTHETIC
2026-02-09,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1038,20,19.82,18,1,SYNTHETIC
2026-02-10,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,896,22,19.83,19,1,SYNTHETIC
2026-02-11,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1268,22,19.83,19,0,SYNTHETIC
2026-02-12,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1006,26,19.83,23,1,SYNTHETIC
2026-02-13,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1008,28,19.83,24,1,SYNTHETIC
2026-02-14,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1734,27,19.83,23,1,SYNTHETIC
2026-02-15,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1109,26,19.84,23,0,SYNTHETIC
2026-02-16,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1091,19,19.83,17,0,SYNTHETIC
2026-02-17,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1443,31,19.83,26,1,SYNTHETIC
2026-02-18,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,889,26,19.83,22,0,SYNTHETIC
2026-02-19,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1066,26,19.83,22,0,SYNTHETIC
2026-02-20,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1002,18,19.83,16,0,SYNTHETIC
2026-02-21,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,936,23,19.84,20,1,SYNTHETIC
2026-02-22,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,934,13,19.83,11,0,SYNTHETIC
2026-02-23,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1073,22,19.82,19,0,SYNTHETIC
2026-02-24,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,941,18,19.83,16,0,SYNTHETIC
2026-02-25,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1472,29,19.84,25,0,SYNTHETIC
2026-02-26,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1080,16,19.83,13,0,SYNTHETIC
2026-02-27,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1189,16,19.83,14,0,SYNTHETIC
2026-02-28,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1146,22,19.84,18,0,SYNTHETIC
2026-03-01,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,864,16,19.83,13,0,SYNTHETIC
2026-03-02,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,971,24,19.83,21,1,SYNTHETIC
2026-03-03,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1064,22,19.84,19,0,SYNTHETIC
2026-03-04,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,812,18,19.82,15,0,SYNTHETIC
2026-03-05,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,1070,30,19.83,25,1,SYNTHETIC
2026-03-06,META,camp_meta_001,Meta - Broad Awareness,ag_meta_001_001,ag_meta_001_001,cr_meta_001_002,GROWTH_MINDED,900,21,19.84,18,0,SYNTHETIC
