event_id,user_id,org_id,event_name,event_timestamp,event_properties
event_00000031,user_000032,org_00008,workspace_created,2025-04-15T00:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000032,user_000032,org_00008,integration_connected,2025-04-19T22:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000033,user_000032,org_00008,signup_completed,2025-04-14T14:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000034,user_000032,org_00008,project_created,2025-07-17T21:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000035,user_000032,org_00008,project_created,2025-05-05T04:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000036,user_000032,org_00008,project_created,2025-08-04T13:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000037,user_000033,org_00008,teammate_invited,2025-05-12T05:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000038,user_000034,org_00009,signup_completed,2025-12-19T19:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000039,user_000037,org_00009,teammate_invited,2026-04-17T18:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000040,user_000039,org_00010,workspace_created,2025-04-28T00:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000041,user_000039,org_00010,signup_completed,2025-04-27T20:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000042,user_000040,org_00011,workspace_created,2025-04-28T02:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000043,user_000040,org_00011,project_created,2025-04-28T11:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000044,user_000040,org_00011,signup_completed,2025-04-27T08:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000045,user_000040,org_00011,project_created,2025-08-18T00:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000046,user_000040,org_00011,project_created,2025-07-30T21:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000047,user_000041,org_00012,workspace_created,2025-10-22T06:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000048,user_000041,org_00012,signup_completed,2025-10-21T19:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000049,user_000042,org_00013,workspace_created,2025-06-29T15:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000050,user_000042,org_00013,signup_completed,2025-06-29T06:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000051,user_000043,org_00013,teammate_invited,2025-07-21T14:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000052,user_000044,org_00014,signup_completed,2025-08-20T12:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000053,user_000045,org_00014,teammate_invited,2025-10-12T02:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000054,user_000046,org_00014,teammate_invited,2025-09-19T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000055,user_000048,org_00014,teammate_invited,2025-11-20T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000056,user_000049,org_00014,teammate_invited,2025-08-29T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000057,user_000051,org_00015,signup_completed,2025-03-02T08:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000058,user_000052,org_00015,teammate_invited,2025-03-10T10:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000059,user_000053,org_00016,workspace_created,2025-07-16T08:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000060,user_000053,org_00016,integration_connected,2025-07-22T07:00:00,"{""source"":""onboarding"",""variant"":""control""}"
event_00000061,user_000053,org_00016,signup_completed,2025-07-16T06:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000062,user_000053,org_00016,project_created,2025-10-26T08:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000063,user_000055,org_00017,workspace_created,2025-03-30T11:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000064,user_000055,org_00017,integration_connected,2025-03-31T10:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000065,user_000055,org_00017,signup_completed,2025-03-30T05:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000066,user_000055,org_00017,project_created,2025-05-03T13:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000067,user_000055,org_00017,project_created,2025-05-18T17:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000068,user_000056,org_00017,teammate_invited,2025-05-13T23:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000069,user_000058,org_00017,teammate_invited,2025-05-14T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000070,user_000060,org_00017,teammate_invited,2025-07-22T16:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000071,user_000061,org_00018,workspace_created,2025-03-17T10:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000072,user_000061,org_00018,project_created,2025-03-16T15:00:00,"{""source"":""onboarding"",""variant"":""control""}"
event_00000073,user_000061,org_00018,signup_completed,2025-03-15T08:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000074,user_000061,org_00018,project_created,2025-05-27T10:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000075,user_000061,org_00018,project_created,2025-05-22T06:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000076,user_000061,org_00018,project_created,2025-06-12T11:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000077,user_000064,org_00019,signup_completed,2025-10-14T05:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000078,user_000065,org_00019,teammate_invited,2025-11-10T22:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000079,user_000067,org_00019,teammate_invited,2026-01-17T00:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000080,user_000068,org_00019,teammate_invited,2025-12-12T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000081,user_000069,org_00020,signup_completed,2025-10-10T17:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000082,user_000070,org_00020,teammate_invited,2025-10-27T10:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000083,user_000074,org_00020,teammate_invited,2025-11-12T02:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000084,user_000075,org_00020,teammate_invited,2025-10-25T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000085,user_000076,org_00021,signup_completed,2025-12-21T11:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000086,user_000077,org_00021,teammate_invited,2026-01-19T18:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000087,user_000078,org_00021,teammate_invited,2026-04-03T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000088,user_000079,org_00021,teammate_invited,2025-12-23T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000089,user_000081,org_00021,teammate_invited,2025-12-21T16:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000090,user_000082,org_00021,teammate_invited,2026-03-29T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000091,user_000084,org_00022,signup_completed,2025-11-05T05:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000092,user_000085,org_00022,teammate_invited,2025-11-16T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000093,user_000086,org_00023,signup_completed,2025-10-01T10:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000094,user_000087,org_00024,signup_completed,2025-12-25T21:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000095,user_000088,org_00024,teammate_invited,2026-01-30T11:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000096,user_000089,org_00025,workspace_created,2025-02-06T06:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000097,user_000089,org_00025,project_created,2025-02-10T06:00:00,"{""source"":""onboarding"",""variant"":""control""}"
event_00000098,user_000089,org_00025,signup_completed,2025-02-05T22:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000099,user_000089,org_00025,project_created,2025-04-28T12:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000100,user_000089,org_00025,project_created,2025-04-28T12:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000101,user_000091,org_00025,teammate_invited,2025-03-15T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000102,user_000092,org_00025,teammate_invited,2025-03-28T22:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000103,user_000093,org_00025,teammate_invited,2025-03-21T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000104,user_000095,org_00026,workspace_created,2025-09-29T04:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000105,user_000095,org_00026,integration_connected,2025-09-29T00:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000106,user_000095,org_00026,signup_completed,2025-09-27T16:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000107,user_000095,org_00026,project_created,2025-10-07T02:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000108,user_000095,org_00026,project_created,2026-01-07T08:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000109,user_000095,org_00026,project_created,2026-01-10T01:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000110,user_000096,org_00026,teammate_invited,2025-11-10T23:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000111,user_000097,org_00026,teammate_invited,2025-12-08T11:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000112,user_000100,org_00027,workspace_created,2025-05-18T05:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000113,user_000100,org_00027,integration_connected,2025-05-16T16:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000114,user_000100,org_00027,signup_completed,2025-05-15T06:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000115,user_000100,org_00027,project_created,2025-05-27T16:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000116,user_000100,org_00027,project_created,2025-07-16T17:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000117,user_000100,org_00027,project_created,2025-09-03T09:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000118,user_000101,org_00027,teammate_invited,2025-06-13T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000119,user_000102,org_00027,teammate_invited,2025-07-29T05:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000120,user_000103,org_00027,teammate_invited,2025-06-07T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000121,user_000104,org_00027,teammate_invited,2025-08-09T18:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000122,user_000105,org_00027,teammate_invited,2025-06-17T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000123,user_000107,org_00027,teammate_invited,2025-07-22T05:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000124,user_000108,org_00028,workspace_created,2025-08-17T03:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000125,user_000108,org_00028,signup_completed,2025-08-14T20:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000126,user_000109,org_00028,teammate_invited,2025-08-29T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000127,user_000110,org_00028,teammate_invited,2025-10-23T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000128,user_000111,org_00029,signup_completed,2025-01-05T09:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000129,user_000116,org_00029,teammate_invited,2025-03-08T02:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000130,user_000117,org_00029,teammate_invited,2025-03-25T03:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000131,user_000119,org_00030,signup_completed,2025-02-26T00:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000132,user_000120,org_00030,teammate_invited,2025-05-31T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000133,user_000121,org_00030,teammate_invited,2025-06-25T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000134,user_000122,org_00031,signup_completed,2025-12-05T08:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000135,user_000123,org_00031,teammate_invited,2025-12-06T06:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000136,user_000126,org_00031,teammate_invited,2026-01-22T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000137,user_000127,org_00031,teammate_invited,2026-03-19T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000138,user_000128,org_00031,teammate_invited,2026-03-18T04:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000139,user_000129,org_00031,teammate_invited,2026-02-13T23:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000140,user_000130,org_00032,signup_completed,2025-04-12T14:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000141,user_000132,org_00032,teammate_invited,2025-04-29T00:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000142,user_000134,org_00033,workspace_created,2025-12-22T11:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000143,user_000134,org_00033,integration_connected,2025-12-21T23:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000144,user_000134,org_00033,signup_completed,2025-12-19T22:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000145,user_000134,org_00033,project_created,2026-04-04T22:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000146,user_000134,org_00033,project_created,2026-01-28T23:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000147,user_000137,org_00033,teammate_invited,2026-02-24T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000148,user_000142,org_00034,signup_completed,2025-06-24T21:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000149,user_000143,org_00034,teammate_invited,2025-07-29T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000150,user_000144,org_00034,teammate_invited,2025-09-01T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000151,user_000145,org_00035,signup_completed,2025-05-21T19:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000152,user_000146,org_00035,teammate_invited,2025-05-21T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000153,user_000147,org_00036,signup_completed,2025-10-13T08:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000154,user_000148,org_00036,teammate_invited,2026-02-01T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000155,user_000149,org_00036,teammate_invited,2025-10-30T12:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000156,user_000150,org_00036,teammate_invited,2025-12-09T04:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000157,user_000151,org_00036,teammate_invited,2025-11-08T16:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000158,user_000153,org_00036,teammate_invited,2025-11-15T03:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000159,user_000154,org_00037,workspace_created,2025-03-02T11:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000160,user_000154,org_00037,project_created,2025-03-03T11:00:00,"{""source"":""onboarding"",""variant"":""control""}"
event_00000161,user_000154,org_00037,signup_completed,2025-03-02T04:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000162,user_000154,org_00037,project_created,2025-06-13T20:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000163,user_000154,org_00037,project_created,2025-04-13T21:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000164,user_000154,org_00037,project_created,2025-06-11T11:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000165,user_000156,org_00037,teammate_invited,2025-03-31T02:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000166,user_000157,org_00037,teammate_invited,2025-05-21T23:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000167,user_000158,org_00037,teammate_invited,2025-06-06T03:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000168,user_000160,org_00037,teammate_invited,2025-06-20T10:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000169,user_000162,org_00038,workspace_created,2025-02-16T20:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000170,user_000162,org_00038,integration_connected,2025-02-20T08:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000171,user_000162,org_00038,signup_completed,2025-02-16T02:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000172,user_000162,org_00038,project_created,2025-05-19T18:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000173,user_000162,org_00038,project_created,2025-04-25T19:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000174,user_000163,org_00038,teammate_invited,2025-03-21T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000175,user_000165,org_00038,teammate_invited,2025-06-09T10:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000176,user_000166,org_00038,teammate_invited,2025-02-22T11:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000177,user_000167,org_00038,teammate_invited,2025-04-08T16:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000178,user_000168,org_00039,workspace_created,2025-12-18T06:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000179,user_000168,org_00039,project_created,2025-12-22T07:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000180,user_000168,org_00039,signup_completed,2025-12-17T22:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000181,user_000168,org_00039,project_created,2026-02-28T08:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000182,user_000168,org_00039,project_created,2026-01-06T16:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000183,user_000168,org_00039,project_created,2026-04-07T14:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000184,user_000170,org_00039,teammate_invited,2026-04-01T11:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000185,user_000171,org_00040,workspace_created,2025-03-18T22:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000186,user_000171,org_00040,integration_connected,2025-03-22T18:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000187,user_000171,org_00040,signup_completed,2025-03-17T18:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000188,user_000171,org_00040,project_created,2025-03-28T16:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000189,user_000171,org_00040,project_created,2025-06-15T23:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000190,user_000172,org_00040,teammate_invited,2025-05-14T00:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000191,user_000174,org_00040,teammate_invited,2025-05-13T07:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000192,user_000175,org_00040,teammate_invited,2025-05-13T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000193,user_000176,org_00040,teammate_invited,2025-05-11T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000194,user_000177,org_00040,teammate_invited,2025-03-19T07:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000195,user_000179,org_00041,workspace_created,2025-04-22T02:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000196,user_000179,org_00041,project_created,2025-04-26T01:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000197,user_000179,org_00041,signup_completed,2025-04-21T17:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000198,user_000179,org_00041,project_created,2025-06-02T13:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000199,user_000179,org_00041,project_created,2025-06-10T13:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000200,user_000179,org_00041,project_created,2025-06-13T19:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000201,user_000181,org_00041,teammate_invited,2025-07-22T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000202,user_000182,org_00041,teammate_invited,2025-08-12T11:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000203,user_000183,org_00041,teammate_invited,2025-08-08T05:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000204,user_000185,org_00041,teammate_invited,2025-05-24T10:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000205,user_000186,org_00041,teammate_invited,2025-06-11T06:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000206,user_000187,org_00042,workspace_created,2025-04-01T23:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000207,user_000187,org_00042,integration_connected,2025-04-01T15:00:00,"{""source"":""onboarding"",""variant"":""treatment""}"
event_00000208,user_000187,org_00042,signup_completed,2025-03-31T11:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000209,user_000187,org_00042,project_created,2025-04-29T09:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000210,user_000188,org_00042,teammate_invited,2025-07-10T13:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000211,user_000189,org_00042,teammate_invited,2025-05-16T00:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000212,user_000190,org_00042,teammate_invited,2025-04-19T09:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000213,user_000191,org_00042,teammate_invited,2025-05-16T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000214,user_000193,org_00043,signup_completed,2025-11-04T16:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000215,user_000194,org_00043,teammate_invited,2025-11-10T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000216,user_000196,org_00043,teammate_invited,2025-11-29T14:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000217,user_000197,org_00044,signup_completed,2025-05-26T23:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000218,user_000198,org_00044,teammate_invited,2025-08-01T22:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000219,user_000201,org_00044,teammate_invited,2025-09-23T00:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000220,user_000203,org_00045,workspace_created,2025-06-17T06:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000221,user_000203,org_00045,integration_connected,2025-06-18T18:00:00,"{""source"":""onboarding"",""variant"":""control""}"
event_00000222,user_000203,org_00045,signup_completed,2025-06-16T10:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000223,user_000203,org_00045,project_created,2025-09-07T03:00:00,"{""source"":""product"",""variant"":""control""}"
event_00000224,user_000204,org_00045,teammate_invited,2025-09-04T14:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000225,user_000205,org_00045,teammate_invited,2025-07-24T21:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000226,user_000207,org_00045,teammate_invited,2025-09-19T01:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000227,user_000208,org_00045,teammate_invited,2025-09-04T20:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000228,user_000209,org_00045,teammate_invited,2025-07-18T15:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000229,user_000211,org_00046,workspace_created,2025-04-16T20:00:00,"{""source"":""onboarding"",""workspace_type"":""team""}"
event_00000230,user_000211,org_00046,signup_completed,2025-04-15T05:00:00,"{""source"":""product"",""variant"":""treatment""}"
event_00000231,user_000212,org_00046,teammate_invited,2025-06-02T19:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
event_00000232,user_000215,org_00046,teammate_invited,2025-06-08T18:00:00,"{""invited_by_admin"":true,""source"":""collaboration""}"
