user_id,org_id,role,signup_timestamp,is_admin
user_000295,org_00062,member,2025-07-28T05:00:00,False
user_000296,org_00062,member,2025-07-28T21:00:00,False
user_000297,org_00063,admin,2025-01-25T22:00:00,True
user_000298,org_00064,admin,2025-01-24T17:00:00,True
user_000299,org_00064,member,2025-01-24T12:00:00,False
user_000300,org_00065,admin,2025-08-20T11:00:00,True
user_000301,org_00066,admin,2025-09-30T09:00:00,True
user_000302,org_00066,member,2025-09-30T18:00:00,False
user_000303,org_00066,viewer,2025-09-30T13:00:00,False
user_000304,org_00067,admin,2025-07-21T15:00:00,True
user_000305,org_00068,admin,2025-04-25T11:00:00,True
user_000306,org_00068,viewer,2025-04-26T01:00:00,False
user_000307,org_00068,member,2025-04-26T12:00:00,False
user_000308,org_00068,viewer,2025-04-26T06:00:00,False
user_000309,org_00068,viewer,2025-04-26T06:00:00,False
user_000310,org_00068,viewer,2025-04-25T22:00:00,False
user_000311,org_00068,viewer,2025-04-26T05:00:00,False
user_000312,org_00068,member,2025-04-26T00:00:00,False
user_000313,org_00069,admin,2025-12-31T11:00:00,True
user_000314,org_00069,viewer,2025-12-30T02:00:00,False
user_000315,org_00070,admin,2025-03-07T15:00:00,True
user_000316,org_00070,member,2025-03-06T20:00:00,False
user_000317,org_00070,viewer,2025-03-06T11:00:00,False
user_000318,org_00070,member,2025-03-07T02:00:00,False
user_000319,org_00070,member,2025-03-06T12:00:00,False
user_000320,org_00070,member,2025-03-07T09:00:00,False
user_000321,org_00070,member,2025-03-06T12:00:00,False
user_000322,org_00070,viewer,2025-03-07T03:00:00,False
user_000323,org_00071,admin,2025-08-27T04:00:00,True
user_000324,org_00071,member,2025-08-28T12:00:00,False
user_000325,org_00071,member,2025-08-27T19:00:00,False
user_000326,org_00071,member,2025-08-27T22:00:00,False
user_000327,org_00071,member,2025-08-27T19:00:00,False
user_000328,org_00071,viewer,2025-08-27T22:00:00,False
user_000329,org_00072,admin,2025-04-04T07:00:00,True
user_000330,org_00072,viewer,2025-04-04T10:00:00,False
user_000331,org_00072,viewer,2025-04-05T05:00:00,False
user_000332,org_00072,member,2025-04-05T16:00:00,False
user_000333,org_00072,viewer,2025-04-05T01:00:00,False
user_000334,org_00072,member,2025-04-04T02:00:00,False
user_000335,org_00072,member,2025-04-04T04:00:00,False
user_000336,org_00073,admin,2025-11-11T13:00:00,True
user_000337,org_00073,member,2025-11-11T11:00:00,False
user_000338,org_00074,admin,2025-01-26T04:00:00,True
user_000339,org_00074,viewer,2025-01-26T13:00:00,False
user_000340,org_00074,viewer,2025-01-27T04:00:00,False
user_000341,org_00074,viewer,2025-01-26T18:00:00,False
user_000342,org_00074,member,2025-01-27T13:00:00,False
user_000343,org_00074,member,2025-01-26T14:00:00,False
user_000344,org_00074,member,2025-01-26T11:00:00,False
user_000345,org_00074,viewer,2025-01-27T05:00:00,False
user_000346,org_00075,admin,2025-04-01T11:00:00,True
user_000347,org_00075,member,2025-04-01T20:00:00,False
user_000348,org_00075,member,2025-04-01T01:00:00,False
user_000349,org_00076,admin,2025-09-05T06:00:00,True
user_000350,org_00076,member,2025-09-05T04:00:00,False
user_000351,org_00077,admin,2025-06-13T07:00:00,True
user_000352,org_00077,viewer,2025-06-14T12:00:00,False
user_000353,org_00077,member,2025-06-13T11:00:00,False
user_000354,org_00077,viewer,2025-06-14T21:00:00,False
user_000355,org_00078,admin,2025-02-27T02:00:00,True
user_000356,org_00078,member,2025-02-27T08:00:00,False
user_000357,org_00078,member,2025-02-27T12:00:00,False
user_000358,org_00078,member,2025-02-26T21:00:00,False
user_000359,org_00078,member,2025-02-27T23:00:00,False
user_000360,org_00078,member,2025-02-26T10:00:00,False
user_000361,org_00079,admin,2025-06-20T00:00:00,True
user_000362,org_00079,member,2025-06-21T07:00:00,False
user_000363,org_00079,member,2025-06-20T20:00:00,False
user_000364,org_00079,member,2025-06-21T10:00:00,False
user_000365,org_00079,member,2025-06-20T01:00:00,False
user_000366,org_00080,admin,2025-10-03T12:00:00,True
user_000367,org_00080,viewer,2025-10-04T06:00:00,False
user_000368,org_00080,viewer,2025-10-04T03:00:00,False
user_000369,org_00080,member,2025-10-03T05:00:00,False
user_000370,org_00080,viewer,2025-10-04T01:00:00,False
user_000371,org_00080,member,2025-10-03T19:00:00,False
user_000372,org_00081,admin,2025-06-11T00:00:00,True
user_000373,org_00081,member,2025-06-11T03:00:00,False
user_000374,org_00082,admin,2025-06-12T08:00:00,True
user_000375,org_00083,admin,2025-01-28T02:00:00,True
user_000376,org_00083,member,2025-01-28T08:00:00,False
user_000377,org_00083,member,2025-01-27T07:00:00,False
user_000378,org_00084,admin,2025-05-13T06:00:00,True
user_000379,org_00084,viewer,2025-05-13T13:00:00,False
user_000380,org_00084,member,2025-05-12T10:00:00,False
user_000381,org_00084,member,2025-05-13T10:00:00,False
user_000382,org_00084,member,2025-05-13T05:00:00,False
user_000383,org_00085,admin,2025-10-07T16:00:00,True
user_000384,org_00086,admin,2025-09-15T02:00:00,True
user_000385,org_00086,viewer,2025-09-14T14:00:00,False
user_000386,org_00086,member,2025-09-14T06:00:00,False
user_000387,org_00086,member,2025-09-15T11:00:00,False
user_000388,org_00086,member,2025-09-14T18:00:00,False
user_000389,org_00087,admin,2025-08-14T04:00:00,True
user_000390,org_00087,member,2025-08-15T08:00:00,False
user_000391,org_00087,member,2025-08-15T08:00:00,False
user_000392,org_00087,member,2025-08-14T19:00:00,False
user_000393,org_00088,admin,2025-04-15T01:00:00,True
user_000394,org_00088,member,2025-04-16T08:00:00,False
user_000395,org_00088,member,2025-04-16T05:00:00,False
user_000396,org_00088,member,2025-04-16T12:00:00,False
user_000397,org_00089,admin,2025-12-25T00:00:00,True
user_000398,org_00089,viewer,2025-12-25T06:00:00,False
user_000399,org_00089,member,2025-12-25T23:00:00,False
user_000400,org_00089,member,2025-12-25T23:00:00,False
user_000401,org_00089,member,2025-12-25T22:00:00,False
user_000402,org_00089,member,2025-12-25T02:00:00,False
user_000403,org_00089,member,2025-12-24T04:00:00,False
user_000404,org_00090,admin,2025-07-05T01:00:00,True
user_000405,org_00090,member,2025-07-05T19:00:00,False
user_000406,org_00090,member,2025-07-05T22:00:00,False
user_000407,org_00091,admin,2025-09-29T08:00:00,True
user_000408,org_00091,member,2025-09-29T11:00:00,False
user_000409,org_00092,admin,2025-09-18T01:00:00,True
user_000410,org_00092,member,2025-09-18T13:00:00,False
user_000411,org_00092,member,2025-09-17T08:00:00,False
user_000412,org_00092,member,2025-09-17T03:00:00,False
user_000413,org_00092,member,2025-09-18T20:00:00,False
user_000414,org_00092,member,2025-09-18T21:00:00,False
user_000415,org_00092,member,2025-09-17T05:00:00,False
user_000416,org_00093,admin,2025-10-11T14:00:00,True
user_000417,org_00093,viewer,2025-10-11T12:00:00,False
user_000418,org_00093,member,2025-10-10T14:00:00,False
user_000419,org_00093,member,2025-10-11T20:00:00,False
user_000420,org_00093,member,2025-10-11T23:00:00,False
user_000421,org_00093,member,2025-10-10T13:00:00,False
user_000422,org_00094,admin,2025-04-09T12:00:00,True
user_000423,org_00094,member,2025-04-09T17:00:00,False
user_000424,org_00094,member,2025-04-10T00:00:00,False
user_000425,org_00094,member,2025-04-10T05:00:00,False
user_000426,org_00095,admin,2025-12-21T04:00:00,True
user_000427,org_00095,viewer,2025-12-20T15:00:00,False
user_000428,org_00095,member,2025-12-20T12:00:00,False
user_000429,org_00096,admin,2025-04-05T23:00:00,True
user_000430,org_00096,member,2025-04-05T21:00:00,False
user_000431,org_00096,viewer,2025-04-06T10:00:00,False
user_000432,org_00096,member,2025-04-05T04:00:00,False
user_000433,org_00096,member,2025-04-05T15:00:00,False
user_000434,org_00096,viewer,2025-04-06T17:00:00,False
user_000435,org_00097,admin,2025-05-04T06:00:00,True
user_000436,org_00097,member,2025-05-05T16:00:00,False
user_000437,org_00097,member,2025-05-04T15:00:00,False
user_000438,org_00097,member,2025-05-04T22:00:00,False
user_000439,org_00098,admin,2025-08-03T20:00:00,True
user_000440,org_00098,viewer,2025-08-04T23:00:00,False
user_000441,org_00098,member,2025-08-04T09:00:00,False
user_000442,org_00098,member,2025-08-03T00:00:00,False
user_000443,org_00098,member,2025-08-03T04:00:00,False
user_000444,org_00098,member,2025-08-04T09:00:00,False
user_000445,org_00099,admin,2025-11-11T09:00:00,True
user_000446,org_00099,viewer,2025-11-12T09:00:00,False
user_000447,org_00099,member,2025-11-11T04:00:00,False
user_000448,org_00100,admin,2025-04-25T04:00:00,True
user_000449,org_00100,member,2025-04-25T15:00:00,False
user_000450,org_00100,member,2025-04-26T02:00:00,False
user_000451,org_00100,viewer,2025-04-25T20:00:00,False
user_000452,org_00101,admin,2025-08-14T11:00:00,True
user_000453,org_00101,member,2025-08-13T03:00:00,False
user_000454,org_00101,member,2025-08-13T19:00:00,False
user_000455,org_00101,member,2025-08-14T23:00:00,False
user_000456,org_00102,admin,2025-09-23T04:00:00,True
user_000457,org_00103,admin,2025-10-18T02:00:00,True
user_000458,org_00103,viewer,2025-10-18T13:00:00,False
user_000459,org_00103,member,2025-10-18T22:00:00,False
user_000460,org_00103,member,2025-10-19T20:00:00,False
user_000461,org_00103,member,2025-10-19T08:00:00,False
user_000462,org_00103,member,2025-10-18T02:00:00,False
user_000463,org_00103,member,2025-10-18T17:00:00,False
user_000464,org_00103,member,2025-10-18T20:00:00,False
user_000465,org_00104,admin,2025-07-24T19:00:00,True
user_000466,org_00104,member,2025-07-24T09:00:00,False
user_000467,org_00104,member,2025-07-24T18:00:00,False
user_000468,org_00105,admin,2025-07-23T20:00:00,True
user_000469,org_00105,viewer,2025-07-23T01:00:00,False
user_000470,org_00105,member,2025-07-23T08:00:00,False
user_000471,org_00105,member,2025-07-22T09:00:00,False
user_000472,org_00105,member,2025-07-23T01:00:00,False
user_000473,org_00106,admin,2025-10-05T21:00:00,True
user_000474,org_00106,member,2025-10-04T02:00:00,False
user_000475,org_00107,admin,2025-06-26T05:00:00,True
user_000476,org_00107,member,2025-06-26T10:00:00,False
user_000477,org_00107,member,2025-06-25T13:00:00,False
user_000478,org_00107,member,2025-06-26T13:00:00,False
user_000479,org_00107,member,2025-06-25T01:00:00,False
user_000480,org_00107,member,2025-06-26T05:00:00,False
user_000481,org_00108,admin,2025-05-20T01:00:00,True
user_000482,org_00108,member,2025-05-21T15:00:00,False
user_000483,org_00108,viewer,2025-05-21T16:00:00,False
user_000484,org_00109,admin,2025-08-26T08:00:00,True
user_000485,org_00109,member,2025-08-25T23:00:00,False
user_000486,org_00109,viewer,2025-08-26T06:00:00,False
user_000487,org_00109,viewer,2025-08-26T08:00:00,False
user_000488,org_00109,member,2025-08-26T10:00:00,False
user_000489,org_00109,viewer,2025-08-25T13:00:00,False
user_000490,org_00109,member,2025-08-26T07:00:00,False
user_000491,org_00110,admin,2025-06-08T12:00:00,True
user_000492,org_00110,member,2025-06-09T06:00:00,False
user_000493,org_00110,member,2025-06-09T05:00:00,False
user_000494,org_00110,member,2025-06-09T06:00:00,False
user_000495,org_00110,member,2025-06-08T01:00:00,False
user_000496,org_00110,viewer,2025-06-09T21:00:00,False
user_000497,org_00110,member,2025-06-08T06:00:00,False
user_000498,org_00111,admin,2025-02-12T22:00:00,True
user_000499,org_00111,member,2025-02-12T01:00:00,False
user_000500,org_00111,viewer,2025-02-12T22:00:00,False
user_000501,org_00111,member,2025-02-13T07:00:00,False
user_000502,org_00112,admin,2025-12-06T17:00:00,True
user_000503,org_00112,member,2025-12-06T03:00:00,False
user_000504,org_00112,member,2025-12-06T16:00:00,False
user_000505,org_00112,member,2025-12-06T00:00:00,False
user_000506,org_00112,member,2025-12-06T09:00:00,False
